O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
14950|425|F|114811.64|1993-09-27|5-LOW|Clerk#000000304|0|furiously unusual foxes was furiously after the slyly even 
14951|91|O|188061.67|1995-05-18|3-MEDIUM|Clerk#000000031|0|en, pending ideas. slyly bold depo
14976|28|O|159423.12|1995-07-23|2-HIGH|Clerk#000000837|0|dly even sauternes-- pending
14977|443|O|45727.18|1997-11-19|3-MEDIUM|Clerk#000000902|0|ide of the slyly iron
14978|53|F|119026.81|1993-05-28|1-URGENT|Clerk#000000103|0|ts integrate fluffily. quickly unu
14979|281|O|64665.27|1996-06-19|4-NOT SPECIFIED|Clerk#000000519|0|bold ideas. final theodolites wake s
14980|352|F|155726.45|1992-07-15|1-URGENT|Clerk#000000428|0|e always regular ideas. carefully final
14981|205|F|236218.97|1993-10-27|3-MEDIUM|Clerk#000000086|0| carefully even deposits along the even accounts wake quickly alongs
14982|439|F|3655.41|1994-03-10|1-URGENT|Clerk#000000407|0|even notornis alongside of the pending packages boost quickl
14983|304|F|201179.54|1994-02-12|2-HIGH|Clerk#000000055|0|s detect fluffily. fluffily final theodolites haggle blithely special 
15008|290|O|48116.86|1997-12-06|3-MEDIUM|Clerk#000000718|0|ly careful packages haggle carefully. carefully unusual accounts doze sl
15009|349|O|147565.31|1995-12-22|4-NOT SPECIFIED|Clerk#000000176|0|deas affix blithely. regular requests nag
15010|346|F|151682.85|1993-11-23|5-LOW|Clerk#000000662|0|ounts. furiously regular 
15011|397|F|101230.91|1994-09-04|3-MEDIUM|Clerk#000000545|0|ickly bold ideas. final, regular forges wake 
15012|425|F|27075.73|1993-02-08|3-MEDIUM|Clerk#000000890|0|ly ironic instructions sleep furious
15013|409|F|71568.34|1992-04-16|1-URGENT|Clerk#000000297|0|nst the ironic attainments. quickly ironic esc
15014|385|F|119211.36|1993-02-11|3-MEDIUM|Clerk#000000766|0|ect carefully along the quickly unusual pinto beans. blithely express the
15015|397|F|54923.35|1993-11-26|2-HIGH|Clerk#000000243|0| detect carefully furiously ironic packages. ir
15040|209|F|159457.48|1994-12-05|5-LOW|Clerk#000000691|0|special decoys-- accounts a
15041|439|O|210824.77|1998-03-16|5-LOW|Clerk#000000231|0|ding packages according to the ironic deposits sleep blithely carefully even 
15042|227|O|78403.40|1996-03-18|4-NOT SPECIFIED|Clerk#000000267|0|ke fluffily! silent, pending requests boost. always regular packages
15043|292|F|174620.29|1992-09-28|2-HIGH|Clerk#000000626|0|s the blithely regular requests. furiou
15044|332|F|68526.68|1992-03-07|5-LOW|Clerk#000000743|0|packages across the quickly special tithes use silent excuses. blithely e
15045|130|F|199231.03|1993-08-21|4-NOT SPECIFIED|Clerk#000000836|0| the slyly unusual instructions. deposits integrate slyly. daring, 
15046|173|O|199777.90|1997-09-07|3-MEDIUM|Clerk#000000018|0|ent accounts. furiously pending theodolites among the slyly furious warthog
15047|233|F|44886.72|1992-07-23|3-MEDIUM|Clerk#000000342|0|posits detect carefully. carefully final packages integrate. slyly unusual ide
15072|424|O|246385.48|1997-02-26|1-URGENT|Clerk#000000217|0|age against the quickly ironic pains. carefully thin 
15073|23|F|69361.53|1992-01-26|3-MEDIUM|Clerk#000000951|0|ts nag near the pending, bold accounts! pinto beans b
15074|175|F|90712.41|1994-11-29|4-NOT SPECIFIED|Clerk#000000239|0|ess accounts might sleep carefully. final, ironic accounts boost car
15075|40|F|180271.08|1994-10-05|3-MEDIUM|Clerk#000000851|0|kages cajole final asymptotes. express accounts across the requests haggle
15076|170|O|24089.46|1996-04-14|1-URGENT|Clerk#000000626|0|requests. furiously ironic instructions according to the
15077|415|O|226590.92|1997-05-13|1-URGENT|Clerk#000000901|0|ages. regular, express theodolites among the slyly special plat
15078|10|F|224433.60|1993-11-10|2-HIGH|Clerk#000000880|0|deposits haggle carefull
15079|56|F|229315.16|1993-01-16|3-MEDIUM|Clerk#000000778|0|tes according to the ideas cajole according to the
15104|331|F|27382.68|1992-03-30|3-MEDIUM|Clerk#000000321|0|odolites. regular, unusual accounts maintain car
15105|406|F|12334.70|1994-11-04|5-LOW|Clerk#000000893|0|special accounts wake about the blithely regular pint
15106|130|F|160435.06|1995-01-28|4-NOT SPECIFIED|Clerk#000000358|0|owly unusual request
15107|373|O|212987.32|1996-06-03|5-LOW|Clerk#000000996|0|requests above the furiously even instructions use alw
15108|395|F|196215.55|1994-08-28|2-HIGH|Clerk#000000906|0|lithely final multiplier
15109|127|F|213409.36|1993-12-15|4-NOT SPECIFIED|Clerk#000000527|0|al requests. furiously special deposits dazzle slyly blithely express epit
15110|419|F|42088.30|1993-08-09|1-URGENT|Clerk#000000176|0| the blithely final platelets. final, bold foxes serve blithe
15111|16|F|123790.80|1994-12-18|4-NOT SPECIFIED|Clerk#000000687|0|s cajole carefully deposits? furiou
15136|349|O|78938.81|1996-01-03|2-HIGH|Clerk#000000901|0|around the slyly ironic foxes. quickly even packages wake. bold, regular reque
15137|233|O|67981.84|1996-04-13|4-NOT SPECIFIED|Clerk#000000602|0|fter the regular accounts ar
15138|230|F|42159.80|1995-02-21|2-HIGH|Clerk#000000004|0|lithely about the blithely dogged deposits. pending, special deposits a
15139|292|F|115599.67|1994-11-20|2-HIGH|Clerk#000000173|0|osits nag carefully regular platelets
15140|115|O|262801.94|1996-11-01|2-HIGH|Clerk#000000066|0|ost furiously along the furiously special foxes. blithely regular depos
15141|115|F|127316.56|1992-01-08|3-MEDIUM|Clerk#000000887|0|nding orbits about the asymptotes boos
15142|44|F|86874.22|1992-04-05|4-NOT SPECIFIED|Clerk#000000066|0| the final excuses. blithely bold pack
15143|31|O|154655.33|1998-05-24|5-LOW|Clerk#000000200|0|nding accounts haggle fluffily about the carefully
15168|170|O|54587.64|1996-05-09|4-NOT SPECIFIED|Clerk#000000454|0|nal packages wake slyly even foxes. slyly special instructions sleep careful
15169|14|O|78565.98|1996-04-11|1-URGENT|Clerk#000000825|0|ronic instructions sleep. carefully ironic platelets past the unusual
15170|413|F|58495.10|1994-03-19|1-URGENT|Clerk#000000226|0|uffily regular pinto bea
15171|137|O|29019.49|1996-08-09|5-LOW|Clerk#000000883|0|riously even accounts cajole carefully carefully even dugouts. quick
15172|31|O|91002.52|1995-06-21|2-HIGH|Clerk#000000939|0|y regular deposits sleep furiously bold deposits. bold, pending deposits 
15173|181|F|175340.82|1992-03-06|2-HIGH|Clerk#000000610|0|o the carefully silent excuses. blithely 
15174|5|F|65448.92|1992-11-07|2-HIGH|Clerk#000000072|0| furiously ironic instructions about the ca
15175|320|F|62930.32|1992-06-29|5-LOW|Clerk#000000397|0| fluffily unusual instructions on the packages integrate furiously bo
15200|416|F|33321.14|1994-05-02|3-MEDIUM|Clerk#000000853|0|de of the regular, even pinto beans. packages use slyly. pending, expre
15201|283|O|72333.39|1995-06-07|4-NOT SPECIFIED|Clerk#000000511|0|y fluffily after the fluffily ironic foxes. carefully pe
15202|407|F|291017.90|1993-07-10|2-HIGH|Clerk#000000810|0|ounts cajole furiously. special platelets across the
15203|40|O|43717.02|1996-08-24|1-URGENT|Clerk#000000946|0|ests. enticing, special accounts sleep carefully furiously
15204|347|F|12093.50|1993-05-11|2-HIGH|Clerk#000000686|0|nding deposits according to the re
15205|430|P|254499.42|1995-03-18|2-HIGH|Clerk#000000950|0|ideas. slyly regular dependencies detect slyly. 
15206|347|F|202751.07|1993-11-05|5-LOW|Clerk#000000470|0|ly special accounts use. finally final deposits
15207|31|F|115604.32|1992-10-07|2-HIGH|Clerk#000000375|0| silent foxes are carefully express foxes. fluf
15232|304|O|38688.81|1997-01-15|1-URGENT|Clerk#000000254|0|ly regular accounts. unusual, pending packages cajole 
15233|344|F|216323.75|1993-01-01|2-HIGH|Clerk#000000199|0|luffily according to the requests. final pint
15234|436|F|132825.87|1993-03-13|4-NOT SPECIFIED|Clerk#000000352|0|r instructions. express, regular depo
15235|421|O|114916.40|1996-01-01|5-LOW|Clerk#000000266|0| fluffily final pinto beans along the fluffily final pl
15236|238|F|124552.93|1992-04-10|4-NOT SPECIFIED|Clerk#000000440|0|leep among the final packages. slyly regula
15237|370|O|36001.48|1997-04-06|5-LOW|Clerk#000000996|0|ackages haggle quickly against the a
15238|184|O|73243.20|1997-03-07|5-LOW|Clerk#000000190|0|gular accounts are along 
15239|389|O|161233.22|1997-04-23|3-MEDIUM|Clerk#000000775|0|theodolites sleep carefully above 
15264|170|O|126889.77|1995-11-18|3-MEDIUM|Clerk#000000443|0|r frays doze quickly. furiously regular dolphins are blithely. sly
15265|124|O|117536.28|1996-03-02|2-HIGH|Clerk#000000897|0|he slyly regular braids are about the accounts. brave dependencies sleep furi
15266|434|F|175644.11|1992-12-31|4-NOT SPECIFIED|Clerk#000000223|0|en requests through
15267|392|O|9156.42|1996-03-15|4-NOT SPECIFIED|Clerk#000000232|0|ose pinto beans. unusual s
15268|445|O|35911.52|1996-07-25|4-NOT SPECIFIED|Clerk#000000796|0| believe slyly. slyly ironic instructions nod blithely special requests. i
15269|94|O|86889.59|1996-09-04|4-NOT SPECIFIED|Clerk#000000425|0|s. even packages above the blithely special theodolites wake above the final d
15270|407|F|48175.10|1994-02-01|4-NOT SPECIFIED|Clerk#000000934|0|thely silent instructions wa
15271|421|F|249396.39|1993-07-26|1-URGENT|Clerk#000000468|0|sublate carefully alongside of the regularly pending reques
15296|82|F|87914.12|1992-08-08|4-NOT SPECIFIED|Clerk#000000870|0|gular frays cajole carefully. carefully final warthogs solve fluffily
15297|61|O|149660.30|1996-07-19|4-NOT SPECIFIED|Clerk#000000568|0|efully according to the furiously iro
15298|428|O|125975.48|1995-09-04|2-HIGH|Clerk#000000794|0|usly. ironic foxes cajole
15299|28|O|61132.81|1996-05-06|2-HIGH|Clerk#000000436|0|pending deposits mold quickly along the quick
15300|289|F|155090.33|1995-02-09|2-HIGH|Clerk#000000147|0|ndencies haggle carefully ironic asymptotes. carefully pending pla
15301|278|F|57814.42|1994-12-27|4-NOT SPECIFIED|Clerk#000000258|0|regular multipliers are. ironic asymptotes sleep bravely along the unu
15302|202|O|172876.04|1996-07-10|4-NOT SPECIFIED|Clerk#000000097|0|foxes. busily express dolphins wake carefully even instructions!
15303|286|F|147624.18|1993-09-14|1-URGENT|Clerk#000000085|0| use after the fluffily even deposits. ideas alongside of the i
15328|449|O|52742.56|1997-01-06|1-URGENT|Clerk#000000750|0|carefully slyly pending foxes. bold requests sleep carefully i
15329|181|F|92779.83|1992-04-28|2-HIGH|Clerk#000000348|0|express attainments nag blithely blithely unusual deposits. r
15330|151|F|23219.41|1993-05-09|3-MEDIUM|Clerk#000000991|0|furiously. carefully ironic packages unwind after the furiou
15331|412|O|191678.63|1997-07-08|3-MEDIUM|Clerk#000000827|0|ly according to the escapades. furiously ironic
15332|427|F|57961.31|1993-05-31|4-NOT SPECIFIED|Clerk#000000451|0|r instructions run slyly f
15333|154|O|211368.50|1996-02-11|5-LOW|Clerk#000000556|0|ckly pending instructions. slow, regular packages solve special the
15334|374|O|221806.37|1996-02-08|4-NOT SPECIFIED|Clerk#000000927|0|o the slyly even requests. furiously unusual plate
15335|404|F|154508.32|1993-09-18|3-MEDIUM|Clerk#000000071|0|ccounts after the fluffily silent i
15360|323|O|76242.60|1997-11-10|4-NOT SPECIFIED|Clerk#000000208|0| unusual theodolites cajole? carefully
15361|343|F|37708.09|1994-11-24|1-URGENT|Clerk#000000239|0| along the express,
15362|115|F|40092.25|1993-12-03|1-URGENT|Clerk#000000615|0|fully pending requests unwind accounts. express, furi
15363|397|O|77151.21|1997-07-07|5-LOW|Clerk#000000068|0|ggle final, even courts. furiously even packages engag
15364|125|O|141260.96|1998-01-15|4-NOT SPECIFIED|Clerk#000000298|0|equests wake quietly according to the express accounts. carefully pending
15365|337|O|139121.74|1998-01-12|1-URGENT|Clerk#000000018|0|furiously silent packages around the furiously special requests ha
15366|322|F|58318.53|1993-12-24|1-URGENT|Clerk#000000414|0|al foxes run. hockey players affi
15367|7|F|22215.52|1992-03-16|1-URGENT|Clerk#000000978|0|ns? carefully special requests maintain carefully around the slyly f
15392|31|F|26078.09|1993-05-11|5-LOW|Clerk#000000216|0|p among the packages. daring deposits integrate above the furiously regul
15393|127|O|30037.43|1997-11-29|3-MEDIUM|Clerk#000000320|0| deposits use slyly slyly final sheaves. regul
15394|385|O|93184.88|1996-09-07|5-LOW|Clerk#000000510|0|are slyly blithely express instructions. bold, i
15395|1|O|33455.26|1996-05-14|3-MEDIUM|Clerk#000000290|0|idly requests. even accounts hinder ironic packages. furi
15396|448|O|123578.26|1997-12-06|1-URGENT|Clerk#000000010|0|ests. slyly express accounts 
15397|265|F|266667.35|1993-02-07|1-URGENT|Clerk#000000993|0|ilent accounts cajole furiously requests. unusual, regula
15398|244|F|51391.78|1993-11-14|4-NOT SPECIFIED|Clerk#000000181|0| the ironic, enticing packages sleep ironic excuses. slyly si
15399|421|F|191566.17|1992-05-14|1-URGENT|Clerk#000000200|0|leep slyly. pending, silent platelets about the carefully final pinto bea
15424|64|O|31951.74|1997-08-16|4-NOT SPECIFIED|Clerk#000000451|0| quickly furious packages. requests around the escapades use slyly ironic
15425|127|O|116038.91|1995-07-26|5-LOW|Clerk#000000362|0|the foxes wake carefully carefully final packages. care
15426|244|O|110654.34|1997-01-26|2-HIGH|Clerk#000000903|0|e furiously final pinto beans must have
15427|8|O|120629.85|1995-12-16|3-MEDIUM|Clerk#000000907|0|cross the blithely stealthy ideas. slyly ironic deposits use fluffi
15428|203|F|173445.99|1995-02-10|1-URGENT|Clerk#000000548|0|ide the furiously ironic
15429|188|O|124710.63|1997-03-20|4-NOT SPECIFIED|Clerk#000000832|0|ns integrate according to the fin
15430|364|O|18790.22|1998-03-16|2-HIGH|Clerk#000000158|0|counts integrate boldly after the car
15431|238|F|222658.20|1992-07-10|4-NOT SPECIFIED|Clerk#000000004|0|the unusual, express instructions-- regularly special do
15456|256|F|163787.06|1993-10-20|4-NOT SPECIFIED|Clerk#000000279|0|ial excuses haggle requests. unusual pinto b
15457|275|O|88042.79|1996-11-15|2-HIGH|Clerk#000000554|0|ecial orbits. blithe
15458|190|O|136042.12|1997-05-25|1-URGENT|Clerk#000000002|0|quickly silent instru
15459|160|F|86967.02|1994-10-05|5-LOW|Clerk#000000828|0|tions boost blithely. quickly bold courts nod slyly final dolphins!
15460|218|O|13242.56|1997-05-31|3-MEDIUM|Clerk#000000042|0| carefully regular pinto beans would wake furiously
15461|220|F|53335.28|1992-12-18|1-URGENT|Clerk#000000058|0|nto beans about the furi
15462|136|F|95902.75|1995-02-27|1-URGENT|Clerk#000000731|0|osits after the orbits
15463|268|F|189215.66|1993-07-25|5-LOW|Clerk#000000374|0|jole slyly ironic theodolites. requests lose furiously. ca
15488|68|O|156892.08|1997-02-23|3-MEDIUM|Clerk#000000621|0| even accounts integrate furiously after the special foxes. blithely f
15489|88|O|46258.52|1996-02-11|2-HIGH|Clerk#000000925|0|detect. quickly unusual requests across the regular deposits a
15490|118|O|57259.51|1997-09-13|5-LOW|Clerk#000000129|0| serve according to the ruthlessly furious acco
15491|442|F|205484.60|1992-01-19|3-MEDIUM|Clerk#000000851|0|pinto beans are fluffily eve
15492|296|F|49377.99|1992-03-07|1-URGENT|Clerk#000000961|0|rding to the furiously regular deposits can use furiously even sentiments. si
15493|403|O|225086.38|1996-10-25|3-MEDIUM|Clerk#000000766|0|deas. even, even packages snooze-- deposits among the carefull
15494|47|O|102856.44|1997-06-08|2-HIGH|Clerk#000000090|0|ly final deposits. quickly even requests sleep 
15495|289|O|134894.83|1998-02-18|4-NOT SPECIFIED|Clerk#000000131|0|instructions boost carefully among the fur
15520|206|O|237449.12|1997-08-23|4-NOT SPECIFIED|Clerk#000000926|0|f the ruthlessly bold c
15521|91|O|46204.55|1997-02-07|4-NOT SPECIFIED|Clerk#000000149|0|elets. quickly express fox
15522|296|F|118705.72|1994-06-11|1-URGENT|Clerk#000000640|0|ts. furiously final accounts do haggle. quickly regular 
15523|398|O|152072.34|1998-04-16|4-NOT SPECIFIED|Clerk#000000119|0|sly. blithely express platelets haggle. slyly ironic
15524|206|F|30650.30|1992-05-12|3-MEDIUM|Clerk#000000089|0|arefully even requests. furiously ironic ideas wa
15525|109|O|28014.93|1997-06-30|4-NOT SPECIFIED|Clerk#000000248|0|lyly ironic accounts besides the bli
15526|205|O|38505.97|1997-02-02|1-URGENT|Clerk#000000167|0|s! quickly thin packages grow slyly 
15527|31|O|65809.70|1998-06-14|1-URGENT|Clerk#000000425|0| after the carefully unusual accounts. carefull
15552|31|O|264031.45|1996-04-21|2-HIGH|Clerk#000000263|0|accounts. regular, even packages boost carefully furiously bold i
15553|115|O|87603.87|1995-12-14|1-URGENT|Clerk#000000063|0|side of the regular, regular sentiments. final multipliers i
15554|13|F|83294.83|1992-01-26|2-HIGH|Clerk#000000460|0|thely bold packages. ironic packages
15555|40|O|52762.12|1997-08-03|5-LOW|Clerk#000000100|0|elets nag around the express, ironic acc
15556|295|F|200280.03|1992-06-14|1-URGENT|Clerk#000000920|0|olites. express, even foxes around the unusual packag
15557|289|F|85495.10|1992-01-30|1-URGENT|Clerk#000000287|0|nts up the pending packages cajole fluffily according to the 
15558|25|O|267475.94|1997-10-07|2-HIGH|Clerk#000000011|0|ely. carefully regular dependencies mold furiously slyly special 
15559|20|O|71624.25|1998-03-16|2-HIGH|Clerk#000000799|0|sleep along the slyly unusual dependencies. idle, regular accounts wake
15584|403|O|49888.96|1997-01-18|1-URGENT|Clerk#000000156|0|the blithely unusual ideas. ironic accounts cajole alongside of the carefull
15585|157|O|78509.16|1996-12-04|5-LOW|Clerk#000000186|0|as wake blithely. bold 
15586|109|F|70490.31|1994-12-14|1-URGENT|Clerk#000000251|0|g slyly. blithely ironic tithes 
15587|64|O|238126.06|1997-03-23|3-MEDIUM|Clerk#000000657|0|uests are. regular d
15588|173|O|98353.52|1997-03-31|1-URGENT|Clerk#000000188|0|en, unusual notornis. regular epitaphs
15589|307|F|37814.72|1994-10-13|4-NOT SPECIFIED|Clerk#000000882|0|to the closely regular gifts. exp
15590|442|O|127896.86|1997-06-28|1-URGENT|Clerk#000000431|0|kly unusual foxes serve quickly. slyl
15591|347|F|165307.42|1992-06-07|1-URGENT|Clerk#000000269|0|ng to the ironic foxes! final, bold asymptotes sublate ironic, st
15616|5|F|131014.90|1992-03-24|1-URGENT|Clerk#000000322|0|ep ruthlessly. blithely ironic pinto beans 
15617|88|F|34483.64|1992-08-03|4-NOT SPECIFIED|Clerk#000000260|0|riously ironic forges wake blithely furiously ironic requests. special d
15618|445|F|155892.64|1993-08-05|3-MEDIUM|Clerk#000000247|0|eposits. slyly ironic theodolites boost blithely-- pending re
15619|43|O|261159.72|1995-06-29|5-LOW|Clerk#000000088|0|ent attainments cajole
15620|67|O|34386.66|1997-07-31|2-HIGH|Clerk#000000071|0|hins cajole alongside of the accounts. 
15621|16|O|146385.17|1995-09-25|1-URGENT|Clerk#000000388|0|ironic ideas nag carefully. iron
15622|91|O|204746.72|1995-08-26|2-HIGH|Clerk#000000570|0|e outside the carefully ironic pinto beans. daringly ir
15623|103|F|3207.83|1993-05-04|1-URGENT|Clerk#000000571|0|he bold, unusual pinto beans. carefully regular
15648|158|O|262491.11|1996-03-09|1-URGENT|Clerk#000000373|0| packages integrate? express accounts wake furiou
15649|250|O|50748.90|1997-08-12|1-URGENT|Clerk#000000615|0|xpress notornis nag blithely across the silent theodolites. carefull
15650|271|O|93018.07|1996-09-28|3-MEDIUM|Clerk#000000360|0|ly silent deposits! ironic, unusual packages 
15651|446|F|65941.26|1992-10-05|1-URGENT|Clerk#000000592|0|final requests. quickly bold accounts across the blithely express foxes slee
15652|88|F|51503.32|1993-01-25|1-URGENT|Clerk#000000260|0| nag. blithely unusual dependencies nag furiously carefully p
15653|232|O|86549.08|1996-05-30|3-MEDIUM|Clerk#000000945|0|y even accounts. asymptotes haggle carefully. carefully ironic id
15654|397|F|146949.14|1994-10-03|4-NOT SPECIFIED|Clerk#000000755|0|ccounts. fluffily final
15655|412|O|174541.84|1996-11-23|5-LOW|Clerk#000000289|0|unusual ideas. carefully quiet dolphins at the quiet pa
15680|400|O|55184.49|1998-01-20|4-NOT SPECIFIED|Clerk#000000392|0|o beans. quickly express dependencies co
15681|301|O|87082.25|1995-06-29|2-HIGH|Clerk#000000112|0|onic foxes serve slyly. 
15682|305|O|96800.74|1996-02-25|2-HIGH|Clerk#000000452|0|sits hinder slyly slyly final packages. regular, daring requests wake speci
15683|85|F|56207.68|1992-04-20|2-HIGH|Clerk#000000083|0|use furiously above the even requests. fluffily regul
15684|193|O|203197.97|1996-05-06|3-MEDIUM|Clerk#000000680|0|ys even deposits dazzle. furiously ironic deposits according to the
15685|383|O|211923.75|1996-10-27|1-URGENT|Clerk#000000838|0|nic instructions unwind instructions. carefully f
15686|205|O|151488.56|1996-10-26|3-MEDIUM|Clerk#000000436|0|deas nod behind the final 
15687|16|F|172348.89|1992-04-10|1-URGENT|Clerk#000000824|0|p slowly: furiously unusual accounts sleep around the daring
15712|10|F|164513.93|1992-12-05|2-HIGH|Clerk#000000310|0|unusual accounts. blithely regular deposits sleep quickly packages.
15713|230|O|81639.73|1996-01-21|3-MEDIUM|Clerk#000000740|0|hall nag blithely arou
15714|415|O|104224.98|1995-07-06|2-HIGH|Clerk#000000586|0|regular accounts haggle along the stealthy 
15715|310|F|169640.13|1992-10-16|1-URGENT|Clerk#000000259|0|ing deposits boost carefully along th
15716|412|O|165585.38|1996-07-29|5-LOW|Clerk#000000170|0|alongside of the ironic requests? carefully pending c
15717|392|O|143754.22|1998-03-10|4-NOT SPECIFIED|Clerk#000000733|0|mong the accounts; carefully final foxes haggl
15718|346|F|95195.86|1994-01-28|1-URGENT|Clerk#000000672|0|yly bold dependencies use bl
15719|76|F|98179.21|1995-01-19|1-URGENT|Clerk#000000834|0|ts are furiously across the furiously express platelets. deposits ha
15744|364|F|47229.13|1993-03-22|1-URGENT|Clerk#000000939|0|ily ironic pinto beans. ironic, unusual instructions n
15745|196|F|124433.53|1992-07-03|3-MEDIUM|Clerk#000000914|0|le carefully daringly special excuses. thinly ironic theodolites nag. even ide
15746|277|O|101211.02|1998-01-15|5-LOW|Clerk#000000545|0|nding foxes dazzle furiously after
15747|379|O|143423.78|1996-03-22|4-NOT SPECIFIED|Clerk#000000274|0|along the blithely express platelets. final ideas doubt. furiously even depos
15748|268|F|167514.22|1994-12-13|2-HIGH|Clerk#000000744|0|ously bold deposits. blithely ironic dependencies ha
15749|437|O|40672.42|1997-10-02|5-LOW|Clerk#000000622|0|s across the ironic accounts sleep caref
15750|64|O|47457.67|1997-05-25|3-MEDIUM|Clerk#000000800|0|riously regular, pending accounts. quickly ironic 
15751|119|F|89791.21|1994-08-16|1-URGENT|Clerk#000000063|0|ounts above the furiously ironic multipliers hag
15776|250|O|123036.90|1997-12-01|5-LOW|Clerk#000000571|0|o beans. final instructions about the furiously pending p
15777|178|F|9189.09|1994-12-29|4-NOT SPECIFIED|Clerk#000000142|0|n, ironic packages. even, special 
15778|353|F|176567.41|1993-05-07|2-HIGH|Clerk#000000593|0|s after the regular sentiments
15779|301|O|309696.80|1998-02-24|3-MEDIUM|Clerk#000000633|0|ver permanent accounts haggle ironically along the slyly regular deposi
15780|337|P|122344.67|1995-04-14|1-URGENT|Clerk#000000821|0|carefully even packages. regular excuses are carefully slyly final 
15781|124|F|118766.33|1992-09-04|2-HIGH|Clerk#000000169|0|attainments. carefully regular theodolites are blithely among the fu
15782|166|F|177242.44|1992-03-31|2-HIGH|Clerk#000000892|0|ly regular theodolites. excuses acros
15783|31|O|50432.04|1997-07-03|4-NOT SPECIFIED|Clerk#000000804|0|e quickly across the quickly regul
15808|283|F|206170.60|1993-12-15|1-URGENT|Clerk#000000644|0|ross the final requests. furiously sp
15809|334|O|32997.17|1995-09-07|3-MEDIUM|Clerk#000000143|0|xes against the blithely regular foxes print
15810|406|F|234606.16|1993-06-13|2-HIGH|Clerk#000000980|0|instructions. fluffily silent instructions use blithely. fluffil
15811|115|O|80768.38|1998-07-31|5-LOW|Clerk#000000071|0| ironic, regular instructio
15812|275|O|106566.66|1997-10-13|1-URGENT|Clerk#000000482|0|uests run about the blithely pending theodolites.
15813|158|O|42821.76|1998-07-13|3-MEDIUM|Clerk#000000317|0|efully requests. blithely bold idea
15814|353|O|119198.56|1996-08-18|1-URGENT|Clerk#000000759|0|to the carefully final theodolites! ironic, dogged instructions 
15815|406|F|121014.26|1994-05-02|1-URGENT|Clerk#000000564|0|ularly special requests. furio
15840|85|O|164227.41|1998-01-17|1-URGENT|Clerk#000000624|0|equests are furiously according to the
15841|263|O|94723.05|1996-06-10|1-URGENT|Clerk#000000469|0|l theodolites. boldly even accounts across the pending deposits may 
15842|353|F|94479.51|1993-05-22|3-MEDIUM|Clerk#000000730|0|toward the regular asymptotes. quickly
15843|109|O|168526.41|1995-11-10|1-URGENT|Clerk#000000265|0| cajole quickly after the furiously fina
15844|95|F|19674.98|1993-03-02|1-URGENT|Clerk#000000427|0|against the asymptotes. f
15845|178|O|149267.43|1996-11-23|5-LOW|Clerk#000000915|0|n foxes sleep slyly among the foxes. slyly ironic dependencies s
15846|14|F|108469.70|1993-05-05|2-HIGH|Clerk#000000208|0| ironic requests sleep carefully even instructions. quickly silent t
15847|242|O|227722.40|1996-07-09|2-HIGH|Clerk#000000750|0|y special packages ki
15872|58|F|86751.29|1992-10-31|4-NOT SPECIFIED|Clerk#000000210|0|nusual instructions. blithely silent accoun
15873|409|F|16772.42|1994-07-18|4-NOT SPECIFIED|Clerk#000000016|0|sly quick packages sleep slyly evenly final packages. furiously eve
15874|131|O|69316.14|1996-05-07|1-URGENT|Clerk#000000625|0|ly across the quickly pending pinto bean
15875|244|O|150093.41|1996-09-01|3-MEDIUM|Clerk#000000367|0|al accounts. even foxes may a
15876|337|F|92202.03|1995-01-25|1-URGENT|Clerk#000000534|0| bold packages. accounts cajole. quickly ironic acc
15877|385|O|72896.61|1996-02-29|2-HIGH|Clerk#000000637|0| ironic foxes: regular foxes lose
15878|4|F|206883.93|1993-11-05|2-HIGH|Clerk#000000172|0|ss theodolites boost blithely. quickly ironic accounts wake furious
15879|172|O|140214.63|1997-07-04|5-LOW|Clerk#000000066|0|y regular accounts. carefully ironic pl
15904|140|F|152465.97|1994-10-28|4-NOT SPECIFIED|Clerk#000000851|0|tes haggle fluffily at the furiously express requests. silent accounts 
15905|133|F|8079.46|1993-06-04|4-NOT SPECIFIED|Clerk#000000440|0|l excuses. regular packages detect across the furio
15906|203|F|94408.61|1993-09-28|5-LOW|Clerk#000000014|0|carefully even foxes wake furiously among the instructions. carefully regula
15907|382|P|202315.67|1995-04-12|2-HIGH|Clerk#000000279|0|n dependencies after the
15908|95|O|160820.18|1996-01-23|1-URGENT|Clerk#000000711|0|y blithely express accounts. packages caj
15909|98|O|125252.51|1996-12-13|2-HIGH|Clerk#000000102|0| believe. carefully final pinto beans grow carefully blithely fur
15910|253|O|126950.46|1997-08-23|3-MEDIUM|Clerk#000000207|0| beans. blithely bold dependencies x-ray carefully blit
15911|361|O|38704.99|1995-09-15|1-URGENT|Clerk#000000832|0|y special packages. iro
15936|160|O|174877.25|1996-09-06|3-MEDIUM|Clerk#000000506|0|ages are quickly re
15937|62|F|65758.48|1992-11-07|5-LOW|Clerk#000000248|0| the slyly unusual pinto beans. special d
15938|334|O|163935.01|1996-04-30|3-MEDIUM|Clerk#000000933|0|ke blithely blithely express requests. 
15939|271|O|164698.82|1997-02-08|1-URGENT|Clerk#000000514|0|ng the furiously pending theodolites wake carefully deposits. 
