O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDER-PRIORITY | O_CLERK | O_SHIP-PRIORITY | O_COMMENT
8964|223|O|150921.73|1998-02-11|2-HIGH|Clerk#000000079|0|efully regular deposits. quickly even packages
8965|220|F|100136.70|1993-10-04|4-NOT SPECIFIED|Clerk#000000247|0|refully regular accou
8966|368|O|160856.93|1996-05-09|4-NOT SPECIFIED|Clerk#000000130|0|furiously blithely ir
8967|136|O|66768.98|1995-07-13|5-LOW|Clerk#000000372|0| decoys. final ideas haggle slyly regular, ironic
8992|262|F|150406.60|1993-11-13|2-HIGH|Clerk#000000114|0|even sentiments wake furiously regular dolphins. ironic warthogs haggle qui
8993|235|P|52685.37|1995-05-29|3-MEDIUM|Clerk#000000279|0|to beans can sleep. silent accounts nag blithe
8994|301|F|184945.47|1994-04-08|5-LOW|Clerk#000000890|0| carefully even request
8995|340|O|161674.06|1995-05-18|2-HIGH|Clerk#000000975|0|counts? furiously bold theodolites nag slyly. blithely ironic platelets alo
8996|448|P|122949.73|1995-06-03|5-LOW|Clerk#000000992|0| accounts. final deposits unwind fu
8997|182|F|137107.03|1994-07-02|5-LOW|Clerk#000000404|0|lithely. express, ironic pearls nag permanently. 
8998|25|F|142602.08|1993-01-04|5-LOW|Clerk#000000733|0| fluffily pending sauternes cajo
8999|353|F|108386.64|1994-06-13|2-HIGH|Clerk#000000097|0|ly even foxes. slyly express a
9024|442|F|245127.87|1992-06-03|3-MEDIUM|Clerk#000000901|0|ar the theodolites. fluffily stealthy requests among the quickly regular asy
9025|223|F|100560.57|1994-05-20|5-LOW|Clerk#000000379|0|ording to the quickly regular ideas integrate above the sly platelets. sly
9026|203|O|66212.68|1996-07-24|5-LOW|Clerk#000000320|0|ironic escapades would wake carefully 
9027|154|O|128235.69|1995-09-03|5-LOW|Clerk#000000918|0| sleep carefully with th
9028|443|F|46638.55|1993-12-22|5-LOW|Clerk#000000364|0| the regular packages. daringly even f
9029|364|F|59665.45|1992-11-20|3-MEDIUM|Clerk#000000965|0| excuses nag quickly carefully unusual excuse
9030|161|O|209461.04|1998-07-14|3-MEDIUM|Clerk#000000872|0|foxes according to the furiously silent excuses could haggle unusual d
9031|415|F|247298.75|1993-12-27|5-LOW|Clerk#000000890|0|r packages. slyly express ideas
9056|37|O|153303.47|1996-08-08|3-MEDIUM|Clerk#000000117|0|was carefully after the furiously bold dug
9057|22|F|241995.80|1994-11-05|1-URGENT|Clerk#000000539|0| fluffily quickly ironic packages. furiously ironic accounts a
9058|121|F|59060.38|1993-06-29|2-HIGH|Clerk#000000376|0|ealthily special deposits. quickly regular requests wake silently. fur
9059|278|O|159457.23|1996-08-01|2-HIGH|Clerk#000000725|0|ar pinto beans sleep special
9060|139|O|43246.05|1996-06-09|1-URGENT|Clerk#000000438|0|iously. slyly regular dol
9061|97|O|64843.10|1996-01-15|2-HIGH|Clerk#000000428|0|silent excuses! slyl
9062|331|P|189630.03|1995-03-21|2-HIGH|Clerk#000000201|0|sts cajole slyly according to the carefully slow foxes. furio
9063|421|O|44032.02|1997-02-12|2-HIGH|Clerk#000000323|0|ffily regular grouche
9088|184|F|186143.23|1994-06-23|1-URGENT|Clerk#000000975|0|ter the blithely final deposits. furiously
9089|112|F|41895.31|1993-05-24|1-URGENT|Clerk#000000538|0|d platelets are deposits. pinto beans cajole boldly.
9090|232|O|11749.56|1996-11-21|4-NOT SPECIFIED|Clerk#000000699|0|cial theodolites at the evenl
9091|205|F|212496.86|1993-11-12|2-HIGH|Clerk#000000426|0|final packages wake carefully.
9092|199|F|173270.09|1994-07-25|4-NOT SPECIFIED|Clerk#000000144|0| slyly final waters. special packages solve
9093|187|O|23499.86|1995-12-10|3-MEDIUM|Clerk#000000333|0|even accounts. special,
9094|430|O|33988.45|1998-05-27|3-MEDIUM|Clerk#000000805|0|es boost slyly after the platelets. shea
9095|67|O|41807.14|1995-06-11|2-HIGH|Clerk#000000621|0|riously regular accounts wake slyly special theodolites. asymptotes use f
9120|304|F|113454.38|1992-06-22|3-MEDIUM|Clerk#000000252|0|ly ironic realms. furio
9121|131|O|89713.51|1996-07-05|5-LOW|Clerk#000000930|0| final dependencies. carefully even excuses after the 
9122|25|O|185418.36|1996-12-14|4-NOT SPECIFIED|Clerk#000000991|0|across the carefull
9123|112|F|58828.15|1993-06-27|1-URGENT|Clerk#000000988|0|wake carefully pendin
9124|169|O|150565.83|1995-10-17|5-LOW|Clerk#000000381|0|nstructions after the c
9125|46|O|157178.62|1998-05-30|2-HIGH|Clerk#000000591|0|kages around the fluffily bold f
9126|112|F|74315.75|1994-11-18|3-MEDIUM|Clerk#000000319|0|deposits boost carefully against the fluffily final instructions. i
9127|184|O|72840.77|1995-10-11|4-NOT SPECIFIED|Clerk#000000628|0|ress packages across the furio
9152|364|F|112551.43|1993-08-21|4-NOT SPECIFIED|Clerk#000000612|0|nto beans! final instructions nag slyly. slyly ironic foxes nag blith
9153|344|O|175967.29|1997-07-19|4-NOT SPECIFIED|Clerk#000000488|0|uffily express instructions haggle carefully. quickly fluffy th
9154|1|O|288645.13|1997-06-23|4-NOT SPECIFIED|Clerk#000000328|0|y ironic packages cajole. blithely final depende
9155|107|F|84210.90|1992-08-31|1-URGENT|Clerk#000000253|0|ickly regular requests sleep alongside of the car
9156|46|F|121492.88|1994-02-07|1-URGENT|Clerk#000000387|0|deposits. dependencies wake ca
9157|179|F|43099.18|1992-06-20|5-LOW|Clerk#000000736|0|requests detect furiously special, silent packages. carefu
9158|82|F|78291.27|1995-04-25|4-NOT SPECIFIED|Clerk#000000195|0|ecial, even packages. even foxes print. regu
9159|341|O|108046.55|1995-07-26|1-URGENT|Clerk#000000892|0|xcuses. quickly ironic deposits wake alongside of the quickly pending p
9184|347|O|63313.02|1997-07-19|1-URGENT|Clerk#000000086|0|blithely final packages haggle according to the slyly quick pack
9185|44|F|61289.78|1994-06-16|2-HIGH|Clerk#000000951|0|leep carefully blithely regular orbits. blithely regular foxes cajol
9186|137|F|125695.55|1992-03-30|5-LOW|Clerk#000000044|0|lar, silent asymptotes haggl
9187|232|F|175732.82|1994-08-22|2-HIGH|Clerk#000000985|0|lithely ironic theodolites. furiously ironic instructions print along 
9188|187|O|185836.61|1998-01-25|1-URGENT|Clerk#000000765|0|aggle quickly above the accounts. excuses 
9189|322|O|97015.35|1996-12-02|3-MEDIUM|Clerk#000000501|0|r waters haggle furiously fluffily ironic id
9190|139|O|244533.84|1998-03-03|2-HIGH|Clerk#000000196|0|side of the permanently ironic courts unwind
9191|161|O|16529.08|1996-03-24|3-MEDIUM|Clerk#000000095|0|final packages wake carefully. 
9216|193|O|135869.35|1995-04-15|3-MEDIUM|Clerk#000000320|0|its nag regular deposits. slyly even reques
9217|448|O|117164.99|1997-05-26|1-URGENT|Clerk#000000051|0| above the blithely regular d
9218|73|O|24081.50|1997-12-10|4-NOT SPECIFIED|Clerk#000000795|0|hely regular foxes are alongside of the furiously regular deposit
9219|124|F|176726.51|1994-09-29|5-LOW|Clerk#000000382|0|nst the furiously regular dinos. regular asymptotes against the slyly fina
9220|145|O|1197.70|1998-04-07|1-URGENT|Clerk#000000880|0|y bravely ironic deposits. furiously unusual sentiments about the fluffily ir
9221|26|F|230920.76|1995-01-04|5-LOW|Clerk#000000240|0|ess accounts sleep carefully. carefully final pinto beans sleep f
9222|64|F|179305.00|1994-02-11|2-HIGH|Clerk#000000148|0|ding to the instructions. regular requests nag f
9223|91|O|208060.33|1997-08-05|4-NOT SPECIFIED|Clerk#000000785|0|ully according to the blithely 
9248|349|F|103085.04|1994-12-24|4-NOT SPECIFIED|Clerk#000000259|0|ids cajole regular, regular dependencies. deposits along the dolphi
9249|406|F|139110.41|1993-05-20|2-HIGH|Clerk#000000756|0|slyly pending accounts. packages wake c
9250|404|F|76047.39|1992-08-14|1-URGENT|Clerk#000000535|0|y final packages; carefully pendi
9251|97|F|27761.26|1993-08-30|3-MEDIUM|Clerk#000000374|0|ld requests. deposits use blithely ruthlessly unusual packages. fluffil
9252|124|O|70764.83|1997-12-11|2-HIGH|Clerk#000000454|0|encies affix slyly perma
9253|247|F|251776.88|1992-01-31|1-URGENT|Clerk#000000307|0|es. sometimes regular grouches wa
9254|383|F|44025.52|1993-05-15|3-MEDIUM|Clerk#000000761|0|r deposits. quickly bold requests use-
9255|142|O|137464.79|1995-12-08|4-NOT SPECIFIED|Clerk#000000476|0|y bold asymptotes-- carefully
9280|367|O|209904.83|1998-06-12|5-LOW|Clerk#000000022|0|beans alongside of the fluffily express asymptotes integrate 
9281|271|F|175258.67|1992-02-24|1-URGENT|Clerk#000000530|0|eep furiously according to the requests; ideas integrate 
9282|25|O|22147.86|1995-11-26|4-NOT SPECIFIED|Clerk#000000824|0|ses? carefully express platelets sleep blithely against the blithely specia
9283|376|F|7263.10|1994-06-03|3-MEDIUM|Clerk#000000859|0|ully even platelets. silent packages
9284|199|F|59711.72|1994-06-14|4-NOT SPECIFIED|Clerk#000000544|0| furiously across the final deposits. quickly ironic requests accordin
9285|304|F|88581.73|1994-01-03|1-URGENT|Clerk#000000553|0|sts. express accounts snooze; furiously final
9286|152|P|134479.90|1995-04-04|1-URGENT|Clerk#000000557|0|ake. carefully bold packages promise with the
9287|238|O|13436.64|1998-01-02|4-NOT SPECIFIED|Clerk#000000636|0|ously unusual packages. regular foxes detect. blithely slow ideas sl
9312|277|F|156208.29|1992-05-19|4-NOT SPECIFIED|Clerk#000000897|0|ckly slyly regular packages. unusual packages are. regular
9313|406|O|191269.94|1996-04-06|3-MEDIUM|Clerk#000000926|0|s wake slyly against the slyly express packages. ironic packages
9314|394|F|14947.83|1995-02-15|4-NOT SPECIFIED|Clerk#000000907|0|eas. blithely regular asymptotes sleep carefully across the slyly even
9315|176|O|12221.40|1998-03-17|3-MEDIUM|Clerk#000000559|0|ackages are furiously alongside of the slyly regular theodolite
9316|418|O|187683.01|1995-09-18|4-NOT SPECIFIED|Clerk#000000363|0|inal pinto beans haggle c
9317|31|F|107573.92|1994-03-15|4-NOT SPECIFIED|Clerk#000000347|0|aves across the unusual, regular sauternes wake
9318|439|F|83327.82|1992-07-28|1-URGENT|Clerk#000000738|0|ss courts across the slyly silent foxes are regular, final pac
9319|265|F|88160.52|1992-09-11|1-URGENT|Clerk#000000155|0|. fluffily ironic instructions detect
9344|199|O|277094.42|1995-12-07|5-LOW|Clerk#000000961|0|ial deposits nag blithely alongside of the caref
9345|413|O|134248.44|1996-01-22|4-NOT SPECIFIED|Clerk#000000126|0|out the daringly ironic packages affix furiously fluffi
9346|275|O|161713.03|1996-10-09|4-NOT SPECIFIED|Clerk#000000088|0|furiously final packages integrate stealthily expres
9347|202|F|161900.67|1992-08-10|5-LOW|Clerk#000000268|0|he gifts. slyly permanent requests 
9348|199|O|110033.10|1996-06-07|5-LOW|Clerk#000000416|0|ackages. carefully ironic pinto beans about the close accoun
9349|424|O|176490.82|1997-08-29|4-NOT SPECIFIED|Clerk#000000804|0|. fluffily final accounts haggle; furiously reg
9350|44|F|209697.34|1992-11-01|1-URGENT|Clerk#000000253|0|ackages doze evenly across the foxes. quickly ironic reques
9351|271|O|60041.69|1996-05-17|5-LOW|Clerk#000000430|0|ven dependencies. furiously ironic dependencies promise along the slyly
9376|251|O|161280.53|1997-07-24|2-HIGH|Clerk#000000348|0|ng the carefully pending ac
9377|103|F|7469.87|1993-04-22|2-HIGH|Clerk#000000466|0|ers above the carefull
9378|137|O|91273.58|1997-10-16|1-URGENT|Clerk#000000014|0|ultipliers wake furiously never special deposits!
9379|106|F|134132.19|1992-01-04|1-URGENT|Clerk#000000764|0|nusual deposits. furiously final packages wake evenly even tithes. qu
9380|266|F|130497.39|1994-08-26|1-URGENT|Clerk#000000962|0| deposits boost along the carefully ironic deposits. express requests use. 
9381|356|O|71231.90|1995-12-18|4-NOT SPECIFIED|Clerk#000000215|0|y final Tiresias are. requests 
9382|101|O|131626.32|1996-02-19|1-URGENT|Clerk#000000308|0|l accounts. furiously ironic deposits use. 
9383|43|F|134280.19|1994-03-17|4-NOT SPECIFIED|Clerk#000000237|0|uffily final pinto beans cajole ca
9408|55|F|11261.85|1992-10-21|3-MEDIUM|Clerk#000000664|0|xes cajole carefully furiously final pains. carefully express accou
9409|292|F|147908.46|1992-05-06|1-URGENT|Clerk#000000300|0|ly express platelets above the sl
9410|236|O|68756.55|1997-07-18|5-LOW|Clerk#000000985|0|theodolites solve fluffily. blithely iron
9411|199|F|45904.33|1995-02-07|2-HIGH|Clerk#000000594|0|rses. furiously regular requests haggl
9412|365|O|219870.00|1998-07-14|2-HIGH|Clerk#000000016|0|requests. carefully regular packages play carefully pending dependencies. ca
9413|46|O|139223.64|1995-07-13|5-LOW|Clerk#000000202|0|latelets are blithely requests. ironic packages boost slyly across t
9414|400|F|85569.82|1993-09-10|3-MEDIUM|Clerk#000000661|0|above the slyly ironic
9415|316|F|201552.87|1992-08-24|1-URGENT|Clerk#000000311|0|ccounts boost blithely. final
9440|193|F|3793.23|1994-06-08|5-LOW|Clerk#000000711|0| requests. regular, final pinto beans are. furiously regular accounts det
9441|100|O|2745.11|1997-06-18|4-NOT SPECIFIED|Clerk#000000381|0|iously final deposits. express, regular waters haggle sl
9442|380|F|79913.58|1993-03-11|4-NOT SPECIFIED|Clerk#000000948|0|hely special courts. furiously final foxes sleep quickly. quick, 
9443|91|O|144403.45|1997-05-07|4-NOT SPECIFIED|Clerk#000000317|0|y along the carefully reg
9444|32|O|33994.06|1996-07-18|2-HIGH|Clerk#000000387|0| quickly. always silent platelets must sleep f
9445|280|O|75296.34|1997-11-14|4-NOT SPECIFIED|Clerk#000000394|0|as. slyly ironic deposits along
9446|409|O|228620.88|1997-12-29|1-URGENT|Clerk#000000173|0|ake pinto beans. slyly f
9447|349|O|81580.57|1995-06-19|2-HIGH|Clerk#000000115|0|theodolites haggle carefully instructio
9472|145|O|41247.34|1995-06-17|1-URGENT|Clerk#000000979|0|bove the quickly final deposits are carefully
9473|7|F|206304.24|1992-10-12|4-NOT SPECIFIED|Clerk#000000541|0|ts sleep above the accounts. slyly final deposits are regularly. r
9474|40|P|221635.89|1995-05-12|3-MEDIUM|Clerk#000000710|0|ely final requests: dependencies cajole slyly. slyly
9475|433|O|169464.64|1996-11-22|2-HIGH|Clerk#000000233|0| notornis. ironically even instructions en
9476|385|F|143530.58|1994-05-26|4-NOT SPECIFIED|Clerk#000000088|0|e slyly final requests might integrate carefully against the slyly express p
9477|52|O|232103.30|1998-03-19|3-MEDIUM|Clerk#000000812|0|lites along the even deposits use bold pinto beans. regular requests 
9478|283|F|141837.45|1994-03-29|2-HIGH|Clerk#000000033|0|ound the blithely express instructions. furiously 
9479|412|F|50144.11|1994-09-22|3-MEDIUM|Clerk#000000047|0|ter the carefully ironic
9504|221|F|139171.76|1992-11-26|3-MEDIUM|Clerk#000000902|0|among the quickly bold deposits haggle exp
9505|95|F|235387.28|1992-06-08|2-HIGH|Clerk#000000873|0|hely ironic asymptot
9506|370|F|37493.08|1994-02-11|4-NOT SPECIFIED|Clerk#000000441|0|carefully ironic accou
9507|155|F|31026.37|1994-11-30|5-LOW|Clerk#000000438|0|press pinto beans are slyly. final packages cajole. quickly regular excus
9508|136|O|208090.59|1996-04-22|5-LOW|Clerk#000000312|0|ss attainments slee
9509|11|F|190129.03|1992-10-08|4-NOT SPECIFIED|Clerk#000000350|0|iously final instructions sleep fu
9510|71|O|76415.88|1996-11-20|5-LOW|Clerk#000000302|0|packages sleep furiously. bold theodolites haggle slyly. ironic,
9511|343|O|92667.69|1996-08-01|5-LOW|Clerk#000000555|0|out the packages may
9536|343|O|94430.35|1997-08-20|4-NOT SPECIFIED|Clerk#000000224|0|. slyly even ideas doubt slyly. slowly regular orbits cajole. fur
9537|242|F|200389.88|1995-02-14|4-NOT SPECIFIED|Clerk#000000203|0| packages. final, regular foxes haggle bli
9538|421|F|27550.62|1994-03-11|4-NOT SPECIFIED|Clerk#000000040|0|ly. slyly final accounts nag carefully regular ideas. blithely ironic theodo
9539|79|O|32547.57|1995-11-15|2-HIGH|Clerk#000000917|0|iously ironic deposits affix furiously alongside of the slyly even foxes. even
9540|236|F|94132.94|1994-06-11|1-URGENT|Clerk#000000048|0|t above the stealthily bold theodolites
9541|181|F|106764.04|1992-03-26|4-NOT SPECIFIED|Clerk#000000840|0|xcuses dazzle furiously regular the
9542|346|O|87127.59|1995-12-16|2-HIGH|Clerk#000000349|0|theodolites. blithely pendin
9543|256|F|129638.87|1992-05-10|1-URGENT|Clerk#000000187|0| unusual warhorses cajole
9568|187|F|58970.68|1993-03-08|4-NOT SPECIFIED|Clerk#000000270|0|ng the quickly unusual pinto beans sublate blithely ca
9569|379|O|174857.67|1997-11-01|2-HIGH|Clerk#000000856|0|pecial deposits after the final, pending packages wake carefully
9570|430|O|64425.58|1996-06-04|2-HIGH|Clerk#000000397|0|ccounts. foxes nag special, special theodolites
9571|410|O|60778.20|1996-04-30|4-NOT SPECIFIED|Clerk#000000263|0| furiously express requests. even requests are. carefully final a
9572|16|O|71894.57|1998-03-28|4-NOT SPECIFIED|Clerk#000000452|0|atelets. slyly regular requests nag quickly ev
9573|409|F|117866.84|1992-06-14|3-MEDIUM|Clerk#000000250|0|ix carefully busily unusual deposits. thin excuses haggle quickly. quickly 
9574|238|O|133633.71|1995-07-31|3-MEDIUM|Clerk#000000814|0|efully regular platelets. pending packages unwind carefully among the fur
9575|275|F|27778.86|1992-03-31|5-LOW|Clerk#000000133|0|nts haggle busily unusual, even packages. regular packages u
9600|161|F|82950.36|1993-11-08|4-NOT SPECIFIED|Clerk#000000467|0|he unusual, ironic requests nag furiously ironic accounts
9601|430|O|125022.91|1996-03-20|1-URGENT|Clerk#000000677|0|ugh the slyly regular requests. furiously even pinto beans are blithely slyl
9602|445|F|159040.09|1992-11-11|1-URGENT|Clerk#000000086|0| across the slyly ironic ideas. carefully unusual requests
9603|362|O|256573.26|1998-01-09|5-LOW|Clerk#000000191|0|ng the quickly special requests caj
9604|187|O|38552.65|1996-06-25|2-HIGH|Clerk#000000414|0|usly ironic theodolites! blithely final ideas 
9605|367|F|95489.36|1992-12-26|4-NOT SPECIFIED|Clerk#000000777|0|yly bold pinto beans are furiously packages. slyly express courts play
9606|46|F|144844.23|1994-07-28|4-NOT SPECIFIED|Clerk#000000474|0| above the always regular pinto beans. special, unusual accounts grow. pending
9607|193|O|42860.66|1995-12-18|1-URGENT|Clerk#000000752|0| ironic requests are carefully. silent 
9632|430|F|110681.68|1992-01-17|5-LOW|Clerk#000000857|0|y ironic theodolites are silent foxes. blithely final plate
9633|401|O|159495.23|1995-09-12|4-NOT SPECIFIED|Clerk#000000918|0|ns around the slyly ironic pinto beans cajole carefully ironic depths. careful
9634|289|O|252455.99|1998-01-13|2-HIGH|Clerk#000000166|0| carefully. slyly ironic courts mold. ironic
9635|254|F|137491.13|1994-04-14|1-URGENT|Clerk#000000127|0|the quickly ironic ideas sleep at the quickly 
9636|91|O|87073.49|1997-01-30|1-URGENT|Clerk#000000263|0|lar foxes are requests. quickly even pinto be
9637|424|F|95612.79|1994-01-04|5-LOW|Clerk#000000953|0|s. furiously final requests believe furiously against the brave 
9638|338|O|94413.99|1996-06-08|2-HIGH|Clerk#000000953|0|requests after the furiously unusual accounts integrate slyly u
9639|217|F|190277.69|1993-09-06|4-NOT SPECIFIED|Clerk#000000666|0|press, express pinto 
9664|94|F|84944.60|1993-04-08|2-HIGH|Clerk#000000715|0|ccounts across the slyly ironic pinto be
9665|322|F|83209.66|1994-04-24|5-LOW|Clerk#000000277|0|sleep furiously carefully ironic foxes. pinto beans wake. final deposits caj
9666|67|O|185644.82|1996-05-09|1-URGENT|Clerk#000000511|0|ss the fluffily express tithes.
9667|331|O|164866.15|1996-02-24|3-MEDIUM|Clerk#000000142|0|nal instructions. special accounts along the regular
9668|254|F|61302.94|1994-09-07|5-LOW|Clerk#000000469|0|refully ironic accounts. furiously bold packages a
9669|187|F|53458.09|1994-04-23|3-MEDIUM|Clerk#000000297|0|deposits promise blithely ironic theodolites. fluffily bold requests
9670|416|O|167096.81|1997-11-08|3-MEDIUM|Clerk#000000035|0|unts? furiously express deposits are blithely. regular, special forges sle
9671|41|O|137559.94|1995-09-13|2-HIGH|Clerk#000000417|0|ages boost slyly against the furiously
9696|173|F|183804.25|1995-02-20|4-NOT SPECIFIED|Clerk#000000971|0|xpress requests would are pinto beans.
9697|50|F|159897.31|1995-01-27|3-MEDIUM|Clerk#000000432|0|courts are. even platelets was alongside of 
9698|446|O|5320.80|1995-08-07|2-HIGH|Clerk#000000040|0| around the quickly bold packages sle
9699|263|F|9244.83|1995-03-12|3-MEDIUM|Clerk#000000853|0|kly regular platelets. slyly silent accounts alongside of the blithely r
9700|163|O|235833.91|1995-08-09|1-URGENT|Clerk#000000137|0|althy pinto beans wake blithely. qui
9701|34|F|244192.72|1993-02-28|5-LOW|Clerk#000000399|0|bold deposits cajole furiously bold requests. even excuses
9702|361|O|142297.28|1996-08-22|3-MEDIUM|Clerk#000000852|0|tions haggle slyly among the ironic theodolites. blithel
9703|338|F|23191.49|1994-10-07|5-LOW|Clerk#000000101|0|realms wake. express, ironic accou
9728|248|F|30168.03|1993-07-03|5-LOW|Clerk#000000647|0|ng requests. fluffily enticing re
9729|292|O|142798.84|1996-07-06|3-MEDIUM|Clerk#000000148|0|ndencies about the care
9730|43|O|263300.93|1997-03-04|5-LOW|Clerk#000000743|0| final dependencies doze furiously slyly silent ideas? furiousl
9731|85|F|20169.64|1993-10-21|5-LOW|Clerk#000000586|0| dolphins nag slyly even deposits-- blithely 
9732|247|P|84119.47|1995-03-14|4-NOT SPECIFIED|Clerk#000000599|0|f the special, even instructions. carefully final requests use along the 
9733|301|F|66868.63|1994-03-18|4-NOT SPECIFIED|Clerk#000000997|0|n dolphins haggle. slyly express accounts wake carefully final asymptotes. qui
9734|251|O|85567.71|1997-02-03|1-URGENT|Clerk#000000086|0|equests affix quietly bold deposits. dependencies affix among the quietly
9735|101|O|82926.25|1997-06-28|4-NOT SPECIFIED|Clerk#000000454|0|nic foxes. accounts detect fur
9760|355|O|129475.57|1998-04-14|5-LOW|Clerk#000000207|0|anent accounts. accounts sleep carefully slyl
9761|130|F|62543.33|1992-01-23|4-NOT SPECIFIED|Clerk#000000468|0| permanent requests. furious requests nag blithely about the q
9762|448|F|231565.60|1994-01-04|2-HIGH|Clerk#000000861|0|ic requests cajole quickly unusual accounts. regular foxes are blithely. in
9763|448|O|129056.21|1995-08-14|3-MEDIUM|Clerk#000000374|0| requests detect carefull
9764|377|F|62884.05|1992-12-30|1-URGENT|Clerk#000000289|0|nts. platelets wake blithe
9765|346|F|46754.90|1992-10-13|5-LOW|Clerk#000000364|0|ts. even pinto beans haggle alongside of the theodolites.
9766|71|F|149870.94|1992-08-15|1-URGENT|Clerk#000000265|0|s excuses cajole quickly. regul
9767|292|F|30949.60|1994-06-28|5-LOW|Clerk#000000546|0|asymptotes hinder blithely after the busily final fo
9792|335|O|141313.97|1995-07-24|5-LOW|Clerk#000000929|0| the special accounts. carefully special ideas mainta
9793|359|F|80786.35|1992-04-04|3-MEDIUM|Clerk#000000770|0| carefully ironic courts haggle evenly. carefully final requests ca
9794|152|F|216026.81|1992-03-25|4-NOT SPECIFIED|Clerk#000000852|0|dolites grow furiously fluffily final requests. blithely special 
9795|112|O|198816.88|1998-02-04|3-MEDIUM|Clerk#000000481|0|ng the furiously iron
9796|316|F|203918.11|1993-09-11|1-URGENT|Clerk#000000150|0|lyly regular packages. furio
9797|13|F|175568.23|1993-09-13|1-URGENT|Clerk#000000296|0|packages. blithe requests affix quickly carefully unusual ideas. blithe
9798|341|O|26902.87|1996-03-09|1-URGENT|Clerk#000000485|0|ial deposits. accounts detect dependencies. silent accounts cajole flu
9799|139|O|143852.21|1996-04-07|4-NOT SPECIFIED|Clerk#000000526|0|ully final requests cajole carefully according to t
9824|142|F|176734.94|1995-01-23|1-URGENT|Clerk#000000653|0|furiously even theodolites impress even, special asymptotes. idle ideas dazzl
9825|8|O|82091.60|1996-04-09|1-URGENT|Clerk#000000990|0|rding to the pending
9826|211|F|110836.26|1992-03-23|3-MEDIUM|Clerk#000000777|0|deas haggle slyly final reques
9827|388|O|39326.81|1998-07-04|4-NOT SPECIFIED|Clerk#000000085|0|e unusual dependencies. regular accounts alongside of the quickly regular f
9828|392|F|227353.36|1992-04-25|3-MEDIUM|Clerk#000000355|0| deposits are carefully bold notornis. blith
9829|415|O|5088.54|1995-12-09|1-URGENT|Clerk#000000004|0|ke across the requests. silently final foxes wake never amo
9830|148|O|168317.86|1997-09-08|2-HIGH|Clerk#000000191|0|final packages are furiously beside the quickly final e
9831|238|O|64776.11|1996-06-20|4-NOT SPECIFIED|Clerk#000000010|0|mas above the even instructions haggle ironical
9856|241|F|221529.12|1993-05-30|3-MEDIUM|Clerk#000000278|0|usual tithes against the express requests sleep across t
9857|52|F|158727.67|1993-05-12|2-HIGH|Clerk#000000627|0|ons haggle quickly above the blithely regular sauternes. slyly express instru
9858|421|O|84196.11|1997-12-08|3-MEDIUM|Clerk#000000432|0|e of the fluffily final packa
9859|143|O|209545.60|1996-07-28|3-MEDIUM|Clerk#000000989|0|xes boost slyly. furiously regul
9860|187|F|127953.15|1993-10-11|1-URGENT|Clerk#000000345|0|carefully. ironic ideas haggle theodolites. quickly speci
9861|443|F|63379.81|1992-10-29|5-LOW|Clerk#000000113|0|le after the unusual deposits. even acc
9862|4|O|161363.91|1997-10-10|2-HIGH|Clerk#000000168|0|among the instructions was after the slyly special packages. final, final hoc
9863|74|O|312168.28|1995-09-05|1-URGENT|Clerk#000000473|0|urts nag finally even, stealthy instructions. quickly final ideas 
9888|397|F|56489.96|1994-09-13|5-LOW|Clerk#000000434|0|g to the carefully final foxes. fur
9889|25|F|37382.94|1994-09-09|3-MEDIUM|Clerk#000000786|0|lly atop the foxes. doggedly final packages integrate thin
9890|220|P|85717.44|1995-02-22|2-HIGH|Clerk#000000168|0|uickly silent theodolites. pe
9891|328|P|52633.53|1995-06-09|1-URGENT|Clerk#000000544|0|ut the theodolites. bold, even grouches across t
9892|208|F|15851.65|1992-07-17|3-MEDIUM|Clerk#000000387|0|ts. blithe deposits wake carefully carefully
9893|124|F|92796.41|1994-08-17|3-MEDIUM|Clerk#000000931|0|y special dependencies run
9894|256|F|85969.24|1994-03-19|2-HIGH|Clerk#000000424|0| asymptotes along the regular, bold instructions eat quickly again
9895|43|F|204588.34|1993-04-21|5-LOW|Clerk#000000965|0|lithely. furiously even pinto beans h
9920|322|O|73633.94|1996-06-06|1-URGENT|Clerk#000000007|0|ites. special requests believe against the furiously regular requests. furiou
9921|415|P|116472.56|1995-05-15|5-LOW|Clerk#000000936|0|r, blithe deposits. furiously bold
9922|241|P|145318.98|1995-04-04|4-NOT SPECIFIED|Clerk#000000131|0|ajole blithely across the unusual, unusual packages. car
9923|365|F|190912.06|1994-10-06|2-HIGH|Clerk#000000818|0|instructions use slyl
9924|241|O|149760.16|1997-05-09|4-NOT SPECIFIED|Clerk#000000639|0|onic excuses wake slyly
9925|16|F|232005.86|1992-01-31|1-URGENT|Clerk#000000751|0|ve the always ironic pinto bean
9926|77|F|178867.62|1994-10-12|2-HIGH|Clerk#000000090|0|sits believe carefully ironic pinto beans. sl
9927|4|O|197154.02|1995-08-17|2-HIGH|Clerk#000000388|0|sts sleep regular, dogged packages. s
9952|157|F|61631.17|1992-05-02|2-HIGH|Clerk#000000549|0|ully about the daringly pending idea
9953|284|F|16384.57|1995-02-28|2-HIGH|Clerk#000000364|0|iresias. furiously bold deposits wake. furiously
