PS_PARTKEY | PS_SUPPKEY | PS_AVAILQTY | PS_SUPPLYCOST | PS_COMMENT
396|7|1112|504.86|ual dolphins. even requests among the blithely thin foxes wake quickly furiously pending foxes. furiousl
397|8|4646|825.08|oxes cajole furiously carefully bold packages. silently regular platelets run 
397|28|1877|184.49|lar, final requests sleep slyly? blithely regular accounts cajole blithely. furiously regular excuses haggle slyly ironic theodolites. quickly express theodolites boost blithely: slyly ir
397|18|6029|140.07|oxes. unusual pinto beans haggle furiously. pending theodolites dazzle enticingly. even deposits nag-- carefully 
397|8|3814|676.39|ans haggle according to the carefully even Tiresias. slyly even requests doze blithely final requests.
398|9|4636|539.63|ctions. blithely final dependencies doze furiously along the blithely even ideas. slyly final excuses wake slyly against the final, special excuses. final foxes wake slyly ex
398|29|3187|873.15| regular deposits along the final deposits sleep sometimes ironic accounts? ironi
398|19|7390|915.92|r theodolites. carefully regular foxes across the fluffily final grouches boost furiously after the ironic, special packages. blithely pending accounts are carefully in place of the
398|9|1139|323.53|instructions. slyly express instructions wake carefully. carefully special packages of the carefully final foxes haggle carefully after the foxes. slyly regu
399|10|3827|298.29|tes. ironic ideas wake thinly ironic accounts. silent, pending platelets nag according to the special, express pinto beans. requests wake around the idle
399|30|4875|648.59|each above the pending, final theodolites. bold, final pinto beans sleep above t
399|20|9191|898.27|odolites wake furiously. carefully regular excuses after the bravely even asymptotes cajole packages. ironic, special theodolites cajole carefully. ironic packag
399|10|6776|376.50|l ideas. blithely ironic pinto beans boost furiously. slyly regular requests caj
400|11|5833|350.42|aggle across the asymptotes. carefully thin theodolites wake slyly after the regular requests. silently ironic accounts cajole fluffily alongside of the ironic, ironic accounts. i
400|1|2214|565.51|ously final requests haggle blithely requests. final packages haggle slyly despite the carefully regular pi
400|21|5043|180.51|ongside of the carefully pending pinto beans. blithely regular accounts nag across the furiously ironic ideas. furiously regular requests wake. flu
400|11|4648|40.65|ke quickly. carefully ironic accounts serve. regular pinto beans haggle after the carefully ironic packages. regular accounts might be
