O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
2951|221|O|156517.37|1996-02-06|2-HIGH|Clerk#000000680|0|gular deposits above the finally regular ideas integrate idly stealthil
2976|85|F|160658.31|1993-12-10|4-NOT SPECIFIED|Clerk#000000159|0|. furiously ironic asymptotes haggle ruthlessly silently regular r
2977|214|O|28807.17|1996-08-27|3-MEDIUM|Clerk#000000252|0|quickly special platelets are furio
2978|133|P|162000.26|1995-05-03|1-URGENT|Clerk#000000135|0|d. even platelets are. ironic dependencies cajole slow, e
2979|400|O|140324.95|1996-03-23|3-MEDIUM|Clerk#000000820|0|even, ironic foxes sleep along
2980|13|O|216207.39|1996-09-14|3-MEDIUM|Clerk#000000661|0|y quick pinto beans wake. slyly re
2981|143|O|42028.11|1998-07-29|5-LOW|Clerk#000000299|0|hely among the express foxes. blithely stealthy requests cajole boldly. regu
2982|253|F|65959.63|1995-03-19|2-HIGH|Clerk#000000402|0|lyly. express theodolites affix slyly after the slyly speci
2983|184|F|73860.25|1992-01-07|1-URGENT|Clerk#000000278|0|r the even requests. accounts maintain. regular accounts
3008|118|O|184342.49|1995-11-08|3-MEDIUM|Clerk#000000701|0|ze quickly. blithely regular packages above the slyly bold foxes shall
3009|164|O|132921.02|1997-02-28|1-URGENT|Clerk#000000205|0|r ideas. carefully pe
3010|23|O|168186.91|1996-01-26|2-HIGH|Clerk#000000931|0| blithely final requests. special deposits are slyl
3011|271|F|58258.79|1992-01-14|5-LOW|Clerk#000000515|0|onic deposits kindle slyly. dependencies around the quickly iro
3012|95|F|122184.72|1993-05-05|1-URGENT|Clerk#000000414|0|ts after the regular pinto beans impress blithely s
3013|427|O|190905.39|1997-02-05|5-LOW|Clerk#000000591|0|the furiously pendin
3014|88|F|237212.44|1992-10-30|4-NOT SPECIFIED|Clerk#000000476|0|ep blithely according to the blith
3015|305|F|133599.52|1992-09-27|5-LOW|Clerk#000000013|0|ously regular deposits affix carefully. furiousl
3040|332|F|136734.81|1993-04-12|3-MEDIUM|Clerk#000000544|0|carefully special packages. blithe
3041|338|O|28588.45|1997-06-03|5-LOW|Clerk#000000092|0|s. unusual, pending deposits use carefully. thinly final
3042|61|F|118910.93|1994-11-21|3-MEDIUM|Clerk#000000573|0| the slyly ironic depo
3043|130|F|86032.07|1992-04-25|5-LOW|Clerk#000000137|0|cajole blithely furiously fina
3044|160|O|57010.34|1996-04-03|2-HIGH|Clerk#000000008|0|cajole final courts. ironic deposits about the quickly final re
3045|151|O|99349.64|1995-09-27|1-URGENT|Clerk#000000405|0| express courts sleep quickly special asymptotes. 
3046|95|O|129500.44|1995-11-30|2-HIGH|Clerk#000000522|0|r deposits. platelets use furi
3047|74|O|41873.32|1997-03-21|1-URGENT|Clerk#000000962|0|as. slyly express deposits are dogged pearls. silent ide
3072|68|F|103672.26|1994-01-30|4-NOT SPECIFIED|Clerk#000000370|0|ely final deposits cajole carefully. ironic, re
3073|406|F|175364.39|1994-01-08|3-MEDIUM|Clerk#000000404|0|kly slyly bold accounts. express courts near the regular ideas sleep bli
3074|197|F|99944.22|1992-11-01|5-LOW|Clerk#000000546|0|yly even asymptotes shall have to haggle fluffily. deposits are
3075|376|F|38611.18|1994-05-07|3-MEDIUM|Clerk#000000433|0|ackages: carefully unusual reques
3076|275|F|106145.87|1993-07-23|2-HIGH|Clerk#000000099|0|busy foxes. deposits affix quickly ironic, pending pint
3077|364|O|117292.24|1997-08-06|2-HIGH|Clerk#000000228|0|kly. fluffily ironic requests use qui
3078|142|F|56174.21|1993-02-12|2-HIGH|Clerk#000000110|0|ounts are alongside of the blith
3079|296|O|177063.48|1997-09-12|5-LOW|Clerk#000000505|0|lly ironic accounts
3104|208|F|112948.82|1993-09-16|3-MEDIUM|Clerk#000000871|0|ges boost-- regular accounts are furiousl
3105|410|O|141232.45|1996-11-13|4-NOT SPECIFIED|Clerk#000000772|0|s. blithely final ins
3106|434|O|158084.99|1997-01-12|3-MEDIUM|Clerk#000000729|0|its use slyly final theodolites; regular dolphins hang above t
3107|76|O|135178.66|1997-08-21|1-URGENT|Clerk#000000669|0|ously even deposits acr
3108|253|F|79518.09|1993-08-05|1-URGENT|Clerk#000000574|0|s packages haggle furiously am
3109|367|F|266212.88|1993-07-24|5-LOW|Clerk#000000936|0|bold requests sleep quickly according to the slyly final
3110|262|F|130420.50|1994-12-17|2-HIGH|Clerk#000000564|0|round the fluffy instructions. carefully silent packages cajol
3111|400|O|187426.70|1995-08-25|5-LOW|Clerk#000000922|0|slyly regular theodolites. furious deposits cajole deposits. ironic theodoli
3136|70|F|181212.92|1994-08-10|4-NOT SPECIFIED|Clerk#000000891|0|tructions sleep slyly. pending di
3137|403|O|9027.77|1995-07-26|3-MEDIUM|Clerk#000000063|0|ymptotes wake carefully above t
3138|418|F|170787.00|1994-02-09|4-NOT SPECIFIED|Clerk#000000650|0|e fluffily final theodolites. even dependencies wake along the quickly ir
3139|50|F|44379.00|1992-01-02|3-MEDIUM|Clerk#000000855|0|ounts against the ruthlessly unusual dolphins
3140|436|F|63294.27|1992-04-09|1-URGENT|Clerk#000000670|0|carefully ironic deposits use furiously. blith
3141|76|O|132798.61|1995-11-10|1-URGENT|Clerk#000000475|0|es. furiously bold instructions after the carefully final p
3142|22|F|19773.70|1992-06-28|3-MEDIUM|Clerk#000000043|0|usual accounts about the carefully special requests sleep slyly quickly regul
3143|322|F|168854.41|1993-02-17|1-URGENT|Clerk#000000519|0| are final, ironic accounts. ironic 
3168|409|F|82010.60|1992-01-30|5-LOW|Clerk#000000352|0|s sleep slyly? ironic, furious instructions detect. quickly final i
3169|55|F|165980.74|1993-12-21|3-MEDIUM|Clerk#000000252|0| even pinto beans are blithely special, special multip
3170|13|O|222075.32|1997-11-09|1-URGENT|Clerk#000000288|0|requests. furiously bold
3171|140|F|101718.94|1993-04-06|5-LOW|Clerk#000000940|0|ar deposits. idly r
3172|265|F|149739.98|1992-06-03|4-NOT SPECIFIED|Clerk#000000771|0|es. slyly ironic packages x-ra
3173|439|O|83710.59|1996-08-10|5-LOW|Clerk#000000516|0|ial requests lose along t
3174|379|O|113020.76|1995-11-15|5-LOW|Clerk#000000663|0|rts. silent, regular pinto beans are blithely regular packages. furiousl
3175|133|F|233653.76|1994-07-15|5-LOW|Clerk#000000629|0| across the slyly even realms use carefully ironic deposits: sl
3200|37|O|167329.92|1996-02-07|1-URGENT|Clerk#000000020|0| regular dependencies impress evenly even excuses. blithely 
3201|286|F|110572.23|1993-07-02|4-NOT SPECIFIED|Clerk#000000738|0|. busy, express instruction
3202|262|F|61692.18|1992-12-24|5-LOW|Clerk#000000067|0|fluffily express requests affix carefully around th
3203|379|O|64630.14|1997-11-05|2-HIGH|Clerk#000000493|0|e furiously silent warhorses. slyly silent deposits wake bli
3204|28|F|42275.44|1992-12-26|1-URGENT|Clerk#000000693|0|ess somas cajole slyly. pending accounts cajole
3205|439|F|179745.39|1992-04-11|5-LOW|Clerk#000000803|0|e furiously. quickly regular dinos about the final pinto be
3206|364|O|82035.94|1996-08-09|1-URGENT|Clerk#000000755|0|ntegrate furiously final, express 
3207|62|O|155959.22|1998-02-16|1-URGENT|Clerk#000000695|0|uriously accounts. fluffily i
3232|244|F|66094.55|1992-10-09|1-URGENT|Clerk#000000314|0|yly final accounts. packages agains
3233|419|F|59261.88|1994-10-24|5-LOW|Clerk#000000470|0|ly ironic epitaphs use stealthy, express deposits. quickly regular instruct
3234|43|O|177160.60|1996-04-05|4-NOT SPECIFIED|Clerk#000000367|0|ents according to the dependencies will sleep after the blithely even p
3235|136|O|130589.83|1995-11-15|5-LOW|Clerk#000000349|0| quickly pinto beans. ironi
3236|422|O|48713.58|1996-11-06|4-NOT SPECIFIED|Clerk#000000553|0|ithely slyly pending req
3237|55|F|10762.12|1992-06-03|1-URGENT|Clerk#000000606|0|inal requests. slyly even foxes detect about the furiously exp
3238|184|F|52595.41|1993-02-21|5-LOW|Clerk#000000818|0|lly express deposits are. furiously unusual ideas wake carefully somas. instr
3239|103|O|176555.42|1998-01-12|4-NOT SPECIFIED|Clerk#000000619|0| cajole carefully along the furiously pending deposits. 
3264|278|O|207515.56|1996-11-02|5-LOW|Clerk#000000244|0|carefully. express, bold
3265|157|F|55084.66|1992-06-27|1-URGENT|Clerk#000000265|0|re quickly quickly pe
3266|11|P|75228.97|1995-03-17|5-LOW|Clerk#000000545|0|refully ironic instructions. slyly final pi
3267|337|O|45540.01|1997-01-07|5-LOW|Clerk#000000484|0| the packages. regular decoys about the bold dependencies grow fi
3268|425|F|39345.15|1994-06-25|5-LOW|Clerk#000000746|0|y brave requests unwind furiously accordin
3269|52|O|256897.10|1996-03-01|3-MEDIUM|Clerk#000000378|0|ts. accounts wake carefully. carefully dogged accounts wake slyly slyly i
3270|115|O|191509.63|1997-05-28|1-URGENT|Clerk#000000375|0|uffily pending courts ca
3271|100|F|97991.16|1992-01-01|1-URGENT|Clerk#000000421|0|s. furiously regular requests
3296|442|F|243534.91|1994-10-19|3-MEDIUM|Clerk#000000991|0|as! carefully final requests wake. furiously even
3297|416|F|12171.74|1992-11-03|2-HIGH|Clerk#000000220|0| after the theodolites cajole carefully according to the finally
3298|349|O|77307.67|1996-04-17|5-LOW|Clerk#000000241|0|even accounts boost 
3299|268|F|57327.41|1993-12-26|3-MEDIUM|Clerk#000000853|0|bold deposits. special instructions sleep care
3300|350|O|34596.35|1995-07-15|5-LOW|Clerk#000000198|0|ses. carefully unusual instructions must have to detect about the blithel
3301|397|F|63844.20|1994-09-04|4-NOT SPECIFIED|Clerk#000000325|0|ular gifts impress enticingly carefully express deposits; instructions boo
3302|100|O|41240.74|1995-11-14|2-HIGH|Clerk#000000367|0|eep blithely ironic requests. quickly even courts haggle slyly
3303|431|O|115871.30|1997-12-14|4-NOT SPECIFIED|Clerk#000000661|0|nto beans sleep furiously above the carefully ironic 
3328|20|F|167243.41|1992-11-19|5-LOW|Clerk#000000384|0|ake among the express accounts? carefully ironic packages cajole never.
3329|10|O|56246.19|1995-07-03|2-HIGH|Clerk#000000236|0|old deposits. special accounts haggle furiousl
3330|20|F|45043.19|1994-12-19|1-URGENT|Clerk#000000124|0|kages use. carefully regular deposits cajole carefully about 
3331|272|F|67955.45|1993-05-21|2-HIGH|Clerk#000000901|0|uffily carefully sly accounts. blithely unu
3332|427|F|90672.17|1994-11-05|1-URGENT|Clerk#000000840|0|ans detect carefully furiously final deposits: regular accoun
3333|274|F|243266.82|1992-09-16|4-NOT SPECIFIED|Clerk#000000157|0|ctions boost slyly quickly even accounts. deposits along
3334|226|O|38893.58|1996-02-18|5-LOW|Clerk#000000532|0|ounts maintain carefully. furiously close request
3335|146|O|130441.41|1995-10-15|3-MEDIUM|Clerk#000000694|0| deposits poach. ironic ideas about the carefully ironi
3360|310|O|202982.46|1998-01-23|5-LOW|Clerk#000000254|0| the deposits. fluffily bold requests cajole regula
3361|145|F|99624.48|1992-08-23|4-NOT SPECIFIED|Clerk#000000577|0|unts detect furiously instructions. slow deposi
3362|421|O|234537.40|1995-07-29|5-LOW|Clerk#000000011|0|the quickly pending deposits. silent, ev
3363|154|O|106696.32|1995-09-23|2-HIGH|Clerk#000000615|0|posits. ironic, final deposits are furiously slyly pending 
3364|136|O|131414.64|1997-06-21|1-URGENT|Clerk#000000280|0|y even foxes? blithely stea
3365|247|F|225568.96|1994-11-09|2-HIGH|Clerk#000000126|0|he slyly regular foxes nag about the accounts. fluffily 
3366|154|O|16530.98|1997-05-18|1-URGENT|Clerk#000000160|0| pinto beans upon the quickly expres
3367|220|F|122605.24|1992-12-31|4-NOT SPECIFIED|Clerk#000000029|0|efully blithely ironic pinto beans. carefully close 
3392|223|O|122691.66|1995-10-28|1-URGENT|Clerk#000000325|0|es thrash blithely depths. bold multipliers wake f
3393|292|O|223267.95|1995-07-04|2-HIGH|Clerk#000000076|0|even requests. excuses are carefully deposits. fluf
3394|446|O|203787.56|1996-05-05|4-NOT SPECIFIED|Clerk#000000105|0| blithely among the attainments. carefully final accounts nag blit
3395|449|F|163743.52|1994-10-30|4-NOT SPECIFIED|Clerk#000000682|0|ideas haggle beside the ev
3396|448|F|237448.55|1994-05-21|3-MEDIUM|Clerk#000000868|0|uffily regular platelet
3397|389|F|96418.25|1994-06-23|3-MEDIUM|Clerk#000000048|0|yly. final deposits wake f
3398|202|O|1517.73|1996-09-23|1-URGENT|Clerk#000000818|0|uthless, special courts atop the unusual accounts grow fur
3399|367|P|65957.78|1995-02-28|4-NOT SPECIFIED|Clerk#000000575|0|the carefully sly accounts. regular, pending theodolites wa
3424|304|O|56624.58|1996-08-21|1-URGENT|Clerk#000000190|0|ven requests are quickly pending accounts. blithely furious requests 
3425|346|O|181209.31|1996-03-31|4-NOT SPECIFIED|Clerk#000000188|0|ions. deposits nag blithely alongside of the carefully f
3426|157|O|102333.74|1996-10-16|3-MEDIUM|Clerk#000000283|0|alongside of the slyly
3427|10|O|164692.07|1997-05-29|4-NOT SPECIFIED|Clerk#000000404|0|y final pinto beans snooze fluffily bold asymptot
3428|26|O|110391.05|1996-04-07|5-LOW|Clerk#000000953|0|lar excuses. slyly pending ideas detect p
3429|436|O|175766.71|1997-01-06|4-NOT SPECIFIED|Clerk#000000737|0|l deposits cajole furiously enticing deposits. blithe packages haggle careful
3430|337|F|189049.52|1994-12-12|4-NOT SPECIFIED|Clerk#000000664|0| regular attainments are at the final foxes. final packages along the blithe
3431|139|F|60642.94|1993-08-22|1-URGENT|Clerk#000000439|0| sleep. slyly busy Tiresias a
3456|136|F|39971.84|1993-06-01|5-LOW|Clerk#000000924|0|es promise slyly. ironicall
3457|73|P|214308.96|1995-04-27|4-NOT SPECIFIED|Clerk#000000849|0|ely thin asymptotes. deposits kindle. pending
3458|284|F|183403.91|1994-12-22|2-HIGH|Clerk#000000392|0|rges snooze. slyly unusua
3459|358|F|154430.48|1994-07-28|4-NOT SPECIFIED|Clerk#000000777|0|n instructions? carefully regular excuses are blithely. silent, ironi
3460|242|O|280048.61|1995-10-03|2-HIGH|Clerk#000000078|0|ans integrate carefu
3461|296|F|224610.09|1993-01-31|1-URGENT|Clerk#000000504|0|al, bold deposits cajole fluffily fluffily final foxes. pending ideas beli
3462|400|O|70919.01|1997-05-17|3-MEDIUM|Clerk#000000657|0|uriously express asympto
3463|266|F|99009.88|1993-08-18|1-URGENT|Clerk#000000545|0|ding to the carefully ironic deposits
3488|445|F|113328.36|1995-01-08|3-MEDIUM|Clerk#000000694|0|cording to the carefully regular deposits. re
3489|322|F|71774.76|1993-07-29|3-MEDIUM|Clerk#000000307|0|s detect. carefully even platelets across the fur
3490|271|O|118050.35|1997-05-26|5-LOW|Clerk#000000703|0|gular ideas. furiously silent deposits across the unusual accounts boost i
3491|248|O|63837.66|1998-06-24|1-URGENT|Clerk#000000560|0|nic orbits believe carefully across the 
3492|307|F|201205.70|1994-11-24|5-LOW|Clerk#000000066|0|packages along the regular foxes lose final dependencie
3493|242|F|50205.10|1993-08-24|2-HIGH|Clerk#000000887|0|lyly special accounts use blithely across the furiously sil
3494|142|F|169544.51|1993-04-04|5-LOW|Clerk#000000559|0|r instructions haggle. accounts cajole. carefully final requests at the 
3495|92|O|73643.75|1996-02-26|2-HIGH|Clerk#000000441|0|nticing excuses are carefully
3520|376|O|183754.42|1997-08-04|1-URGENT|Clerk#000000023|0|hely. ideas nag; even, even fo
3521|22|F|172168.88|1992-10-26|5-LOW|Clerk#000000812|0|y even instructions cajole carefully above the bli
3522|77|F|183746.81|1994-09-26|5-LOW|Clerk#000000250|0|deposits-- slyly stealthy requests boost caref
3523|449|O|160609.99|1998-04-07|2-HIGH|Clerk#000000688|0|are on the carefully even depe
3524|281|F|28952.19|1992-05-03|2-HIGH|Clerk#000000607|0|efully unusual tithes among the foxes use blithely daringly bold deposits. re
3525|322|O|124202.81|1995-12-22|4-NOT SPECIFIED|Clerk#000000084|0|s nag among the blithely e
3526|169|F|62741.47|1995-03-16|5-LOW|Clerk#000000364|0|to the quickly special deposits print agai
3527|167|O|176099.36|1997-06-21|5-LOW|Clerk#000000874|0|regular ideas across the quickly bold theodo
3552|103|O|130911.85|1997-04-23|2-HIGH|Clerk#000000973|0| the ironic packages. furiously 
3553|274|F|138842.97|1994-05-18|3-MEDIUM|Clerk#000000270|0|counts mold furiously. slyly i
3554|133|O|130514.92|1995-06-17|5-LOW|Clerk#000000931|0|hely ironic requests haggl
3555|137|O|148543.31|1996-07-07|5-LOW|Clerk#000000585|0|s nag carefully regular, even pinto be
3556|46|F|134810.77|1992-09-23|4-NOT SPECIFIED|Clerk#000000140|0|e. dependencies need to haggle alongs
3557|358|F|110339.57|1992-11-09|2-HIGH|Clerk#000000291|0|ithely courts. furi
3558|80|O|124648.68|1996-02-29|1-URGENT|Clerk#000000841|0|around the furiously even requests. quickl
3559|317|F|36282.13|1992-10-24|3-MEDIUM|Clerk#000000634|0|sly deposits. fluffily final ideas cajole careful
3584|35|O|92860.31|1997-08-11|1-URGENT|Clerk#000000760|0|fully bold packages. fluffily final braids haggle final, ironic dolphins. b
3585|415|F|176713.47|1994-11-23|2-HIGH|Clerk#000000988|0|regular asymptotes. bold pains above the carefully pending asymptot
3586|361|F|135251.19|1993-12-05|2-HIGH|Clerk#000000438|0|he quickly final courts. carefully regular requests nag unusua
3587|233|O|216375.27|1996-05-10|4-NOT SPECIFIED|Clerk#000000443|0|ular patterns detect 
3588|356|F|247859.22|1995-03-19|4-NOT SPECIFIED|Clerk#000000316|0|ong the pains. evenly unusual 
3589|92|F|42153.10|1994-05-26|2-HIGH|Clerk#000000023|0|ithe deposits nag furiously. furiously pending packages sleep f
3590|448|P|275642.02|1995-05-13|5-LOW|Clerk#000000986|0|lyly final deposits.
3591|404|F|118762.29|1993-12-08|3-MEDIUM|Clerk#000000144|0|ual foxes haggle! unusual request
3616|382|F|80161.27|1994-02-16|4-NOT SPECIFIED|Clerk#000000268|0|uickly about the quickly final requests. fluffily final packages wake evenly
3617|119|O|151071.35|1996-03-19|3-MEDIUM|Clerk#000000886|0|the carefully regular platelets ha
3618|31|O|171707.78|1997-12-13|3-MEDIUM|Clerk#000000894|0|. ideas run carefully. thin, pending 
3619|448|O|268072.04|1996-11-20|2-HIGH|Clerk#000000211|0|uests mold after the blithely ironic excuses. slyly pending pa
3620|133|O|70018.65|1997-03-07|5-LOW|Clerk#000000124|0|le quickly against the epitaphs. requests sleep slyly according to the
3621|422|F|125770.19|1993-05-06|3-MEDIUM|Clerk#000000643|0|kly unusual deposits. qu
3622|271|O|145332.57|1995-11-27|5-LOW|Clerk#000000012|0|c deposits are fluffily about the blithely final theo
3623|10|O|213327.41|1996-12-26|1-URGENT|Clerk#000000184|0|- ironic excuses boost quickly in place 
3648|376|F|222848.16|1993-06-17|5-LOW|Clerk#000000717|0|foxes. unusual deposits boost quickly. slyly regular asymptotes across t
3649|118|F|142357.18|1994-07-06|5-LOW|Clerk#000000349|0|taphs boost above the final p
3650|134|F|229411.84|1992-05-28|4-NOT SPECIFIED|Clerk#000000454|0|kages sleep fluffily slyly
3651|296|O|136419.86|1998-04-27|1-URGENT|Clerk#000000222|0|ly unusual deposits thrash quickly after the ideas.
3652|320|O|139576.23|1997-02-25|4-NOT SPECIFIED|Clerk#000000024|0|sly even requests after the 
3653|115|F|181202.38|1994-03-27|1-URGENT|Clerk#000000402|0| pearls. bold accounts are along the ironic,
3654|17|F|272925.93|1992-06-03|5-LOW|Clerk#000000475|0|s cajole slyly carefully special theodolites. even deposits haggl
3655|146|F|84235.07|1992-10-06|1-URGENT|Clerk#000000815|0|er the carefully unusual deposits sleep quickly according to
3680|382|F|146294.22|1992-12-10|4-NOT SPECIFIED|Clerk#000000793|0|ular platelets. carefully regular packages cajole blithely al
3681|155|F|44597.21|1992-04-04|1-URGENT|Clerk#000000566|0|. ironic deposits against the ironic, regular frets use pending plat
3682|95|O|77216.52|1997-01-22|2-HIGH|Clerk#000000001|0|es haggle carefully. decoys nag 
3683|262|F|116029.14|1993-03-04|2-HIGH|Clerk#000000248|0|ze across the express foxes. carefully special acco
3684|70|F|111956.08|1993-07-20|2-HIGH|Clerk#000000835|0|bold accounts affix along the carefully ironic requ
3685|49|F|187142.89|1992-01-17|3-MEDIUM|Clerk#000000954|0| sleep fluffily special ide
3686|121|O|102725.54|1998-07-07|2-HIGH|Clerk#000000175|0|s. furiously final pinto beans poach carefully among 
3687|127|F|126869.34|1993-02-03|1-URGENT|Clerk#000000585|0|gular accounts. slyly regular instructions can are final ide
3712|193|F|157577.01|1992-01-02|2-HIGH|Clerk#000000032|0| promise according 
3713|449|O|273901.28|1998-05-07|3-MEDIUM|Clerk#000000325|0|s haggle quickly. ironic, regular Tiresi
3714|118|O|98108.09|1998-05-01|3-MEDIUM|Clerk#000000595|0|nding accounts. ironic pinto beans wake slyly. furiously pendin
3715|194|O|73094.08|1996-03-18|1-URGENT|Clerk#000000463|0| always silent requests wake pinto beans. slyly pending foxes are aga
3716|125|O|187685.72|1997-08-19|4-NOT SPECIFIED|Clerk#000000748|0| pending ideas haggle. ironic,
3717|80|O|219863.01|1998-06-03|4-NOT SPECIFIED|Clerk#000000974|0|t the carefully even ideas use sp
3718|92|O|71423.10|1996-10-23|2-HIGH|Clerk#000000016|0|refully. furiously final packages use carefully slyly pending deposits! final,
3719|355|O|165122.54|1997-02-16|2-HIGH|Clerk#000000034|0|, enticing accounts are blithely among the daringly final asymptotes. furious
3744|193|F|44879.37|1992-01-10|3-MEDIUM|Clerk#000000765|0|osits sublate about the regular requests. fluffily unusual accou
3745|337|F|24500.17|1993-09-29|5-LOW|Clerk#000000181|0|ckages poach slyly against the foxes. slyly ironic instructi
3746|220|F|101145.09|1994-09-11|4-NOT SPECIFIED|Clerk#000000188|0|. express, special requests nag quic
3747|448|O|255660.96|1996-08-20|1-URGENT|Clerk#000000226|0|refully across the final theodolites. carefully bold accounts cajol
3748|157|O|109114.39|1998-02-28|1-URGENT|Clerk#000000156|0|slyly special packages
3749|113|P|113787.09|1995-02-24|3-MEDIUM|Clerk#000000639|0|y regular instructions haggle blithel
3750|290|P|222111.05|1995-04-30|3-MEDIUM|Clerk#000000885|0|y. express, even packages wake after the ide
3751|28|F|239639.08|1994-04-27|4-NOT SPECIFIED|Clerk#000000925|0|sheaves. express, unusual t
3776|253|F|178454.90|1992-11-20|2-HIGH|Clerk#000000698|0|efully even platelets slee
3777|82|F|94385.54|1994-04-08|3-MEDIUM|Clerk#000000941|0| regular, special dolphins cajole enticingly ca
3778|317|F|259381.83|1993-05-26|1-URGENT|Clerk#000000187|0| above the express requests. packages maintain fluffily according to
3779|220|O|35183.20|1997-01-05|4-NOT SPECIFIED|Clerk#000000670|0| against the deposits. quickly bold instructions x-ray. pending fox
3780|124|O|85622.85|1996-04-13|5-LOW|Clerk#000000967|0| around the brave, pendin
3781|416|O|150942.87|1996-06-20|1-URGENT|Clerk#000000394|0|yly after the ruthless packages. pinto beans use slyly: never ironic dependenc
3782|196|O|175933.95|1996-08-24|1-URGENT|Clerk#000000121|0|counts are. pending, regular asym
3783|131|F|182788.51|1993-12-06|4-NOT SPECIFIED|Clerk#000000614|0| along the pinto beans. special packages use. regular theo
3808|235|F|275251.26|1994-04-24|1-URGENT|Clerk#000000717|0|odolites. blithely ironic cour
3809|442|O|182798.97|1996-05-01|5-LOW|Clerk#000000646|0| regular excuses. even theodolites are fluffily according to t
3810|299|F|163287.94|1992-09-17|1-URGENT|Clerk#000000660|0|ters sleep across the carefully final 
3811|241|O|189998.51|1998-04-16|3-MEDIUM|Clerk#000000290|0|sits wake slyly abo
3812|122|O|91560.23|1996-08-13|3-MEDIUM|Clerk#000000727|0|al, final requests cajole
3813|439|O|99214.19|1998-06-29|1-URGENT|Clerk#000000531|0|g the furiously regular instructions
3814|349|P|183724.17|1995-02-22|5-LOW|Clerk#000000669|0| the furiously pending theodo
3815|313|O|17617.33|1997-08-26|1-URGENT|Clerk#000000249|0|es snooze carefully stealth
3840|296|O|233087.01|1998-07-17|4-NOT SPECIFIED|Clerk#000000713|0|yly slow theodolites. enticingly 
3841|173|F|159279.04|1994-10-05|4-NOT SPECIFIED|Clerk#000000018|0| bold requests sleep quickly ironic packages. sometimes regular deposits nag 
3842|82|F|165700.44|1992-04-09|5-LOW|Clerk#000000418|0|silent ideas. final deposits use furiously. blithely express excuses cajole fu
3843|26|O|34261.23|1997-01-04|4-NOT SPECIFIED|Clerk#000000693|0|eodolites; slyly unusual accounts nag boldly 
3844|235|F|8298.86|1994-12-29|1-URGENT|Clerk#000000686|0|r dolphins. slyly ironic theodolites ag
3845|266|F|157406.90|1992-04-26|1-URGENT|Clerk#000000404|0|es among the pending, regular accounts sleep blithely blithely even de
3846|142|O|146657.13|1998-02-05|2-HIGH|Clerk#000000877|0|y alongside of the slyl
3847|103|F|9438.20|1993-03-12|5-LOW|Clerk#000000338|0|uriously even deposits. furiously pe
3872|400|O|232652.17|1996-09-06|5-LOW|Clerk#000000943|0|counts boost slyly against the ironic platelets-- blithely p
3873|161|O|118923.84|1998-03-30|4-NOT SPECIFIED|Clerk#000000791|0|express deposits-- even ideas 
3874|356|F|75274.57|1993-06-09|3-MEDIUM|Clerk#000000208|0|ular asymptotes sleep blithely ironic ideas. blithel
3875|353|O|89670.12|1997-09-10|1-URGENT|Clerk#000000587|0| solve among the fluffily even 
3876|85|O|119697.08|1996-08-02|5-LOW|Clerk#000000708|0|into beans. blithely
3877|49|F|211252.33|1993-05-21|5-LOW|Clerk#000000652|0|foxes. thinly bold reques
3878|260|O|72667.67|1997-03-23|1-URGENT|Clerk#000000314|0|e carefully regular platelets. special, express dependencies slee
3879|422|O|94606.60|1995-11-23|1-URGENT|Clerk#000000231|0|sts along the quickly ironic sentiments cajole carefully according to t
3904|445|O|47404.50|1997-11-15|4-NOT SPECIFIED|Clerk#000000883|0|sits haggle furiously across the requests. theodolites ha
3905|64|F|68473.82|1993-12-21|4-NOT SPECIFIED|Clerk#000000573|0|usly even accounts lose quietly above the slyly express p
3906|133|F|172519.63|1992-05-28|3-MEDIUM|Clerk#000000867|0|ironic theodolites haggle blithely above the final re
3907|199|F|295435.39|1992-08-19|3-MEDIUM|Clerk#000000084|0|gular pinto beans sleep f
3908|124|F|68505.72|1993-03-09|3-MEDIUM|Clerk#000000490|0|ounts cajole. regularly
3909|62|O|111075.14|1998-07-27|1-URGENT|Clerk#000000980|0|nic, special theodolites sleep furiously! furiously 
3910|190|O|55132.65|1996-08-26|3-MEDIUM|Clerk#000000270|0|ickly. furiously final packag
3911|28|P|42537.90|1995-03-17|4-NOT SPECIFIED|Clerk#000000818|0|he fluffily final forges haggle slyly according to the blithely
3936|95|O|204286.53|1996-11-07|2-HIGH|Clerk#000000200|0|iously express packages engage slyly fina
3937|281|O|220931.18|1997-11-30|4-NOT SPECIFIED|Clerk#000000189|0|ckages boost carefully blithely q
3938|89|F|60974.85|1993-03-03|1-URGENT|Clerk#000000199|0|. unusual, final foxes haggle
3939|205|O|11346.96|1996-01-11|5-LOW|Clerk#000000647|0|ly ruthlessly silent requests. blithely regular requests haggle blithely wh
3940|449|O|149802.89|1996-02-14|5-LOW|Clerk#000000363|0|e above the ideas. quickly even dependencies along the blithely ir
3941|406|O|110390.42|1996-08-29|2-HIGH|Clerk#000000503|0|gular theodolites integrate quickly 
3942|227|F|50559.17|1993-06-28|4-NOT SPECIFIED|Clerk#000000608|0|eas cajole bold requests. idly silent instructions 
3943|121|O|69564.97|1996-10-09|5-LOW|Clerk#000000482|0|se alongside of the final pinto beans. regular packages boost across the ca
